commune	ipm	pov	vul	N_ipm	N_pov	N_vul	INIV	Niveau_de_vie_categorie	Rang
Imouzzer Marmoucha	1.98	5.6	4.6	0.9231795145372099	0.906392694063927	0.8980169971671388	0.9131	Bon	276
Naima	2.07	5.5	4.4	0.9183782341957856	0.908675799086758	0.9036827195467422	0.9125	Bon	277
Azla	1.96	5.4	5.1	0.9242464657241931	0.910958904109589	0.8838526912181304	0.9122	Bon	278
Ain Timguenai	1.96	5.5	5.0	0.9242464657241931	0.908675799086758	0.886685552407932	0.9121	Bon	279
Ifrane Atlas Saghir	1.84	5.0	6.2	0.9306481728460922	0.9200913242009132	0.8526912181303116	0.9119	Bon	280
El Aioun Sidi Mellouk	2.08	6.0	3.9	0.917844758602294	0.8972602739726028	0.9178470254957507	0.9117	Bon	281
Sidi Dahmane	2.24	6.1	3.2	0.9093091491064283	0.8949771689497716	0.9376770538243626	0.9107	Bon	282
Ait Zineb	1.73	4.8	7.2	0.9365164043744999	0.9246575342465754	0.8243626062322946	0.9105	Bon	283
Souk Lakhmis Dades	1.79	4.5	7.4	0.9333155508135503	0.9315068493150684	0.8186968838526911	0.9098	Bon	284
El Maader El Kabir	2.06	5.8	4.6	0.9189117097892772	0.9018264840182648	0.8980169971671388	0.9096	Bon	285
Zeghanghane	2.06	5.8	4.6	0.9189117097892772	0.9018264840182648	0.8980169971671388	0.9096	Bon	285
Sidi Dahbi	1.95	5.5	5.5	0.9247799413176847	0.908675799086758	0.8725212464589235	0.9095	Bon	287
Imzouren	2.36	6.6	2.3	0.9029074419845292	0.8835616438356164	0.9631728045325779	0.9092	Bon	288
Dar Bni Karrich	1.48	4.0	9.7	0.9498532942117898	0.9429223744292238	0.7535410764872521	0.9085	Bon	289
Sidi Abdellah Ghiat	1.64	4.3	8.7	0.9413176847159243	0.9360730593607306	0.7818696883852692	0.9079	Bon	290
Lamhadi	1.85	5.3	6.5	0.9301146972526007	0.91324200913242	0.8441926345609065	0.9079	Bon	290
Al Aaroui	2.21	6.1	3.9	0.9109095758869032	0.8949771689497716	0.9178470254957507	0.9075	Bon	292
Figuig	2.23	5.9	4.1	0.9098426246999199	0.8995433789954338	0.9121813031161473	0.9072	Bon	293
Bni Drar	2.18	6.2	4.0	0.9125100026673779	0.8926940639269406	0.9150141643059491	0.9071	Bon	294
Bradia	2.26	6.4	3.4	0.9082421979194452	0.8881278538812785	0.9320113314447592	0.907	Bon	295
Ait Youl	2.08	5.2	5.8	0.917844758602294	0.9155251141552512	0.8640226628895185	0.9064	Bon	296
Al Ouidane	1.71	4.7	8.2	0.9375833555614831	0.9269406392694064	0.7960339943342776	0.9061	Bon	297
Agourai	2.12	6.1	4.6	0.9157108562283276	0.8949771689497716	0.8980169971671388	0.906	Bon	298
Zagora	1.93	5.3	6.5	0.9258468925046679	0.91324200913242	0.8441926345609065	0.9057	Bon	299
Fès-Médina	1.92	5.2	6.7	0.9263803680981595	0.9155251141552512	0.838526912181303	0.9056	Bon	300
Ouled Frej	1.84	5.0	7.4	0.9306481728460922	0.9200913242009132	0.8186968838526911	0.9051	Bon	301
My Abdellah	2.17	5.9	4.9	0.9130434782608696	0.8995433789954338	0.8895184135977336	0.9043	Bon	302
Aouint Lahna	1.77	4.5	8.5	0.9343825020005335	0.9315068493150684	0.7875354107648725	0.9042	Bon	303
Karia Ba Mohamed	2.07	5.6	5.8	0.9183782341957856	0.906392694063927	0.8640226628895185	0.9039	Bon	304
Driouch	2.37	6.7	3.1	0.9023739663910376	0.8812785388127854	0.9405099150141643	0.9037	Bon	305
El Borouj	2.38	6.8	3.0	0.901840490797546	0.8789954337899544	0.943342776203966	0.9033	Bon	306
Sabaa Aiyoun	2.09	5.7	5.7	0.9173112830088024	0.9041095890410958	0.8668555240793201	0.9033	Bon	306
Ain Bida	2.43	6.6	3.1	0.899173112830088	0.8835616438356164	0.9405099150141643	0.9028	Bon	308
Et-Taous	1.77	4.4	8.9	0.9343825020005335	0.9337899543378996	0.7762039660056657	0.9026	Bon	309
Izemmouren	2.28	6.4	4.1	0.907175246732462	0.8881278538812785	0.9121813031161473	0.9025	Bon	310
Oulad Tayeb	2.28	6.3	4.3	0.907175246732462	0.8904109589041096	0.9065155807365439	0.902	Bon	311
Oued Laou	1.89	5.1	7.6	0.9279807948786343	0.9178082191780822	0.8130311614730878	0.9019	Bon	312
Tagante	2.15	6.0	5.3	0.9141104294478528	0.8972602739726028	0.8781869688385269	0.9019	Bon	312
Akka	1.38	3.5	12.0	0.9551880501467058	0.954337899543379	0.6883852691218131	0.9016	Bon	314
Jnan El Ouard	2.4	6.8	3.2	0.9007735396105628	0.8789954337899544	0.9376770538243626	0.9016	Bon	314
Arbaa Sahel	1.99	5.5	6.7	0.9226460389437183	0.908675799086758	0.838526912181303	0.9016	Bon	314
Ain Bni Mathar	2.47	7.0	2.7	0.8970392104561217	0.8744292237442922	0.9518413597733711	0.9012	Bon	317
Ras Tabouda	2.11	5.7	6.1	0.9162443318218192	0.9041095890410958	0.8555240793201133	0.9005	Bon	318
Sidi El Mekki	1.83	4.9	8.4	0.9311816484395838	0.9223744292237442	0.7903682719546742	0.9004	Bon	319
Sidi Moussa Ben Ali	1.92	5.3	7.5	0.9263803680981595	0.91324200913242	0.8158640226628895	0.9003	Bon	320
Loulad	1.81	5.0	8.4	0.932248599626567	0.9200913242009132	0.7903682719546742	0.9002	Bon	321
Laattaouia Ech-Chaibia	1.63	4.4	10.0	0.9418511603094158	0.9337899543378996	0.745042492917847	0.9001	Bon	322
Zaouia Sidi Tahar	1.8	4.7	8.9	0.9327820752200586	0.9269406392694064	0.7762039660056657	0.8997	Bon	323
Gheris Es-Soufli	1.79	5.0	8.6	0.9333155508135503	0.9200913242009132	0.7847025495750708	0.8996	Bon	324
Amizmiz	1.75	4.6	9.3	0.9354494531875167	0.9292237442922374	0.7648725212464589	0.8995	Bon	325
Ait Amira	2.16	6.1	5.6	0.9135769538543612	0.8949771689497716	0.8696883852691218	0.8992	Bon	326
Lagfaf	1.99	5.3	7.6	0.9226460389437183	0.91324200913242	0.8130311614730878	0.8979	Bon	327
Bni Bouayach	2.34	6.7	4.3	0.9039743931715124	0.8812785388127854	0.9065155807365439	0.8977	Bon	328
Oulad Abbou	1.96	4.8	8.4	0.9242464657241931	0.9246575342465754	0.7903682719546742	0.8976	Bon	329
Sidi Jaber	1.83	4.9	8.9	0.9311816484395838	0.9223744292237442	0.7762039660056657	0.8975	Bon	330
Sidi Aissa Ben Ali	1.87	5.1	8.5	0.9290477460656175	0.9178082191780822	0.7875354107648725	0.8974	Bon	331
Oulad Yahya Louta	1.5	4.1	11.5	0.9487863430248066	0.9406392694063928	0.7025495750708215	0.8971	Bon	332
Sidi Ahmed Ou Amar	2.11	5.6	6.9	0.9162443318218192	0.906392694063927	0.8328611898016997	0.8966	Bon	333
Toudgha El Oulia	2.3	5.7	5.9	0.9061082955454788	0.9041095890410958	0.8611898016997167	0.8965	Bon	334
Aoufous	1.72	4.7	9.9	0.9370498799679915	0.9269406392694064	0.7478753541076487	0.8962	Bon	335
Laqsabi Tagoust	1.65	4.2	10.9	0.9407842091224327	0.9383561643835616	0.7195467422096318	0.8958	Bon	336
Timoulilt	1.87	4.9	9.1	0.9290477460656175	0.9223744292237442	0.7705382436260624	0.8953	Bon	337
Charrate	1.98	5.3	8.2	0.9231795145372099	0.91324200913242	0.7960339943342776	0.8948	Bon	338
Midar	2.3	6.5	5.6	0.9061082955454788	0.8858447488584474	0.8696883852691218	0.8927	Bon	339
Oulad Azzouz	2.215	5.9	6.75	0.9106428380901574	0.8995433789954338	0.8371104815864022	0.8926	Bon	340
Soualem Trifiya	1.87	5.2	9.4	0.9290477460656175	0.9155251141552512	0.7620396600566572	0.8916	Bon	341
Sidi El Aidi	2.03	5.4	8.4	0.920512136569752	0.910958904109589	0.7903682719546742	0.8916	Bon	341
Ain Cheggag	2.14	5.5	7.8	0.9146439050413444	0.908675799086758	0.8073654390934843	0.8914	Bon	343
Zaio	2.28	6.4	6.1	0.907175246732462	0.8881278538812785	0.8555240793201133	0.8911	Bon	344
Znada	2.07	5.5	8.2	0.9183782341957856	0.908675799086758	0.7960339943342776	0.891	Bon	345
Sahel Oulad H'riz	1.95	5.3	9.0	0.9247799413176847	0.91324200913242	0.773371104815864	0.891	Bon	345
Bni Bouifrour	2.07	5.7	8.0	0.9183782341957856	0.9041095890410958	0.8016997167138811	0.8908	Bon	347
Lahouaza	2.12	5.9	7.6	0.9157108562283276	0.8995433789954338	0.8130311614730878	0.8903	Bon	348
Targa Wassay	2.21	6.5	6.5	0.9109095758869032	0.8858447488584474	0.8441926345609065	0.89	Bon	349
Reggada	1.98	5.4	9.0	0.9231795145372099	0.910958904109589	0.773371104815864	0.8896	Bon	350
Ouled M'barek	2.45	6.7	5.3	0.8981061616431049	0.8812785388127854	0.8781869688385269	0.8891	Bon	351
Kalâat M'gouna	2.15	5.9	7.7	0.9141104294478528	0.8995433789954338	0.8101983002832861	0.889	Bon	352
Sebt Gzoula	2.38	6.3	6.2	0.901840490797546	0.8904109589041096	0.8526912181303116	0.8886	Bon	353
Ferkla Es-Soufla	1.72	4.5	11.5	0.9370498799679915	0.9315068493150684	0.7025495750708215	0.8885	Bon	354
Lalla Takarkoust	1.79	4.9	10.7	0.9333155508135503	0.9223744292237442	0.725212464589235	0.8884	Bon	355
Bir Anzarane	0.92	2.5	17.7	0.9797279274473193	0.9771689497716894	0.5269121813031161	0.8884	Bon	355
Ihaddadene	2.3	6.4	6.5	0.9061082955454788	0.8881278538812785	0.8441926345609065	0.8883	Bon	357
Ain Chkef	2.39	6.5	6.1	0.9013070152040544	0.8858447488584474	0.8555240793201133	0.8875	Bon	358
El Hanchane	2.28	6.1	7.1	0.907175246732462	0.8949771689497716	0.8271954674220963	0.8875	Bon	358
Sidi Yahia El Gharb	2.34	6.3	6.7	0.9039743931715124	0.8904109589041096	0.838526912181303	0.8868	Bon	360
Dkhissa	2.29	6.1	7.2	0.9066417711389704	0.8949771689497716	0.8243626062322946	0.8867	Bon	361
Al Mahbass	1.81	4.9	10.9	0.932248599626567	0.9223744292237442	0.7195467422096318	0.8867	Bon	361
Idelsane	2.37	5.7	7.5	0.9023739663910376	0.9041095890410958	0.8158640226628895	0.8856	Bon	363
Ouled Gnaou	2.52	7.2	5.0	0.8943718324886637	0.8698630136986301	0.886685552407932	0.8855	Bon	364
Zirara	2.23	6.1	7.7	0.9098426246999199	0.8949771689497716	0.8101983002832861	0.8855	Bon	364
Bir Tam-Tam	2.38	6.5	6.5	0.901840490797546	0.8858447488584474	0.8441926345609065	0.8855	Bon	364
Ait Youssef Ou Ali	2.5	6.9	5.5	0.8954387836756469	0.8767123287671232	0.8725212464589235	0.8852	Bon	367
Foum Oudi	2.52	6.5	6.0	0.8943718324886637	0.8858447488584474	0.858356940509915	0.8846	Bon	368
Zegzel	2.29	6.5	7.1	0.9066417711389704	0.8858447488584474	0.8271954674220963	0.8845	Bon	369
Mtarnagha	2.38	6.4	6.8	0.901840490797546	0.8881278538812785	0.8356940509915014	0.8845	Bon	369
Méchouar-Fès-El Jadid	2.1	5.6	9.2	0.9167778074153108	0.906392694063927	0.7677053824362606	0.8838	Bon	371
Iaazzanene	2.6	7.3	4.8	0.8901040277407308	0.8675799086757991	0.8923512747875354	0.8838	Bon	371
Amerzgane	2.39	6.6	7.0	0.9013070152040544	0.8835616438356164	0.830028328611898	0.8817	Bon	373
Oum El Guerdane	1.19	3.1	16.9	0.9653240864230461	0.9634703196347032	0.5495750708215297	0.8816	Bon	374
Es-Sifa	1.69	4.5	12.9	0.9386503067484663	0.9315068493150684	0.6628895184135977	0.8814	Bon	375
Oulad Hassoune	2.08	5.5	9.9	0.917844758602294	0.908675799086758	0.7478753541076487	0.8811	Bon	376
Fask	1.91	5.1	11.2	0.9269138436916511	0.9178082191780822	0.7110481586402266	0.881	Bon	377
Ait Kamra	2.36	6.6	7.6	0.9029074419845292	0.8835616438356164	0.8130311614730878	0.8791	Bon	378
Sidi Slimane Moul Al Kifane	2.23	6.0	9.0	0.9098426246999199	0.8972602739726028	0.773371104815864	0.8788	Bon	379
Oulad Aarrad	1.64	4.3	13.9	0.9413176847159243	0.9360730593607306	0.6345609065155806	0.8784	Bon	380
Igli	2.17	5.7	10.1	0.9130434782608696	0.9041095890410958	0.7422096317280453	0.8762	Bon	381
Oulad Massaoud	2.26	6.2	9.1	0.9082421979194452	0.8926940639269406	0.7705382436260624	0.876	Bon	382
Lamharza Essahel	2.31	6.1	9.4	0.9055748199519872	0.8949771689497716	0.7620396600566572	0.8737	Bon	383
Jaqma	2.12	5.9	10.6	0.9157108562283276	0.8995433789954338	0.7280453257790368	0.8733	Bon	384
Boulanouare	2.33	6.1	9.4	0.904507868765004	0.8949771689497716	0.7620396600566572	0.8732	Bon	385
Oulad Ali Toualaa	2.37	5.9	9.6	0.9023739663910376	0.8995433789954338	0.7563739376770539	0.8723	Bon	386
Oulad Abdoune	2.35	5.9	9.7	0.9034409175780208	0.8995433789954338	0.7535410764872521	0.8723	Bon	386
Taghramt	2.2	5.9	10.5	0.9114430514803947	0.8995433789954338	0.7308781869688386	0.8718	Bon	388
Echatea El Abied	1.2	3.0	18.7	0.9647906108295545	0.9657534246575342	0.4985835694050992	0.8718	Bon	388
Zaida	2.56	7.0	7.7	0.8922379301146972	0.8744292237442922	0.8101983002832861	0.8705	Bon	390
Hel Merbaa	3.0	8.6	3.9	0.8687650040010669	0.8378995433789954	0.9178470254957507	0.8693	Bon	391
Ahl Ramel	2.17	5.7	11.4	0.9130434782608696	0.9041095890410958	0.7053824362606231	0.8688	Bon	392
Ourika	2.23	5.8	11.1	0.9098426246999199	0.9018264840182648	0.7138810198300283	0.8682	Bon	393
Krifate	2.83	7.7	6.0	0.8778340890904242	0.8584474885844748	0.858356940509915	0.8681	Bon	394
Ain Chair	2.62	6.8	8.1	0.8890370765537476	0.8789954337899544	0.7988668555240793	0.868	Bon	395
Sidi Borja	2.36	6.2	10.1	0.9029074419845292	0.8926940639269406	0.7422096317280453	0.8677	Bon	396
Souihla	2.41	6.6	9.4	0.9002400640170712	0.8835616438356164	0.7620396600566572	0.8676	Bon	397
Timoulay	2.32	6.2	10.3	0.9050413443584956	0.8926940639269406	0.7365439093484418	0.8676	Bon	397
El Koudia El Beida	2.28	6.1	10.7	0.907175246732462	0.8949771689497716	0.725212464589235	0.8671	Bon	399
Sidi Harazem	2.34	6.4	10.1	0.9039743931715124	0.8881278538812785	0.7422096317280453	0.8669	Bon	400
Taghzoute N'ait Atta	2.44	6.2	10.1	0.8986396372365965	0.8926940639269406	0.7422096317280453	0.8656	Bon	401
Imlil	2.01	5.2	13.4	0.9215790877567351	0.9155251141552512	0.6487252124645893	0.8652	Bon	402
Aquouass Briech	2.19	5.8	12.1	0.9119765270738864	0.9018264840182648	0.6855524079320113	0.8636	Bon	403
Irherm	2.53	6.8	9.3	0.8938383568951721	0.8789954337899544	0.7648725212464589	0.8636	Bon	403
Bouarg	2.57	7.1	8.9	0.8917044545212056	0.8721461187214612	0.7762039660056657	0.8627	Bon	405
Aghouinite	1.59	3.6	17.8	0.9439850626833822	0.952054794520548	0.5240793201133144	0.8624	Bon	406
Ouled Yaich	2.7	7.4	8.1	0.8847692718058149	0.865296803652968	0.7988668555240793	0.8617	Bon	407
Arbaa Rasmouka	2.66	7.5	8.2	0.8869031741797813	0.863013698630137	0.7960339943342776	0.8616	Bon	408
Oulad Ftata	2.65	7.3	8.6	0.8874366497732729	0.8675799086757991	0.7847025495750708	0.8609	Bon	409
Sidi Moussa	2.73	7.6	7.9	0.8831688450253401	0.860730593607306	0.8045325779036827	0.8607	Bon	410
Ait Ouallal	2.34	5.9	11.8	0.9039743931715124	0.8995433789954338	0.6940509915014164	0.8607	Bon	410
Ameur	2.44	6.5	10.7	0.8986396372365965	0.8858447488584474	0.725212464589235	0.8601	Bon	412
Ighrem N'ougdal	2.75	7.4	8.2	0.8821018938383569	0.865296803652968	0.7960339943342776	0.8598	Bon	413
Freija	2.21	5.8	12.7	0.9109095758869032	0.9018264840182648	0.6685552407932012	0.8597	Bon	414
Ahmar Laglalcha	2.19	5.7	13.0	0.9119765270738864	0.9041095890410958	0.660056657223796	0.8592	Bon	415
Jahjouh	2.49	6.6	10.6	0.8959722592691384	0.8835616438356164	0.7280453257790368	0.8587	Bon	416
Choara	2.55	6.7	10.2	0.8927714057081889	0.8812785388127854	0.7393767705382437	0.8586	Bon	417
Tighirt	3.05	8.6	5.6	0.866097626033609	0.8378995433789954	0.8696883852691218	0.8584	Bon	418
Bzou	2.17	5.6	13.4	0.9130434782608696	0.906392694063927	0.6487252124645893	0.8582	Bon	419
Mijik	1.03	2.3	22.8	0.9738596959189117	0.9817351598173516	0.38243626062322944	0.8579	Bon	420
Alnif	2.57	7.0	9.9	0.8917044545212056	0.8744292237442922	0.7478753541076487	0.8578	Bon	421
Dar El Kebdani	2.86	8.0	7.4	0.8762336623099494	0.8515981735159817	0.8186968838526911	0.8573	Bon	422
Dar Oum Soltane	2.69	7.2	9.2	0.8853027473993065	0.8698630136986301	0.7677053824362606	0.8572	Bon	423
Ibdar	3.3	9.4	3.7	0.852760736196319	0.819634703196347	0.9235127478753541	0.857	Bon	424
Jorf	2.26	5.9	12.9	0.9082421979194452	0.8995433789954338	0.6628895184135977	0.8566	Bon	425
Eddachra	2.72	7.1	9.3	0.8837023206188317	0.8721461187214612	0.7648725212464589	0.8565	Bon	426
Zaitoune	3.05	8.0	6.8	0.866097626033609	0.8515981735159817	0.8356940509915014	0.8557	Bon	427
Isly	2.33	6.0	12.7	0.904507868765004	0.8972602739726028	0.6685552407932012	0.8551	Bon	428
Aarab Sebbah Ziz	2.33	6.1	12.6	0.904507868765004	0.8949771689497716	0.6713881019830028	0.855	Bon	429
Matmata	2.3	6.3	12.5	0.9061082955454788	0.8904109589041096	0.6742209631728044	0.855	Bon	429
Toudgha Essoufla	2.35	6.2	12.4	0.9034409175780208	0.8926940639269406	0.6770538243626062	0.8549	Bon	431
Oulad Sidi Ali Ben Youssef	2.94	7.9	7.8	0.8719658575620166	0.8538812785388128	0.8073654390934843	0.8536	Bon	432
Sid Zouine	2.75	7.5	9.3	0.8821018938383569	0.863013698630137	0.7648725212464589	0.8529	Bon	433
Tamri	3.0	7.8	7.8	0.8687650040010669	0.8561643835616438	0.8073654390934843	0.8527	Bon	434
Imider	3.08	7.9	7.3	0.8644971992531342	0.8538812785388128	0.8215297450424929	0.8527	Bon	434
Foum Zguid	2.63	6.4	11.3	0.888503600960256	0.8881278538812785	0.7082152974504249	0.8523	Bon	436
Iksane	2.8	7.5	9.2	0.8794345158708989	0.863013698630137	0.7677053824362606	0.8522	Bon	437
Tissint	1.6	4.1	19.0	0.9434515870898906	0.9406392694063928	0.49008498583569404	0.8519	Bon	438
Sidi Lyamani	2.82	7.8	8.8	0.8783675646839157	0.8561643835616438	0.7790368271954674	0.8518	Bon	439
Agafay	2.12	5.4	15.0	0.9157108562283276	0.910958904109589	0.603399433427762	0.8518	Bon	439
Ouijjane	3.05	8.5	6.9	0.866097626033609	0.8401826484018264	0.8328611898016997	0.8517	Bon	441
Amskroud	2.73	7.3	10.0	0.8831688450253401	0.8675799086757991	0.745042492917847	0.8509	Bon	442
Ait Bourzouine	2.46	6.7	12.0	0.8975726860496133	0.8812785388127854	0.6883852691218131	0.8508	Bon	443
Toundoute	2.47	6.6	12.1	0.8970392104561217	0.8835616438356164	0.6855524079320113	0.8507	Bon	444
Dar Ould Zidouh	2.69	7.4	10.1	0.8853027473993065	0.865296803652968	0.7422096317280453	0.8507	Bon	444
Tichla	0.54	1.5	27.4	1.0	1.0	0.2521246458923513	0.8504	Bon	446
Saddina	2.27	5.8	14.2	0.9077087223259536	0.9018264840182648	0.6260623229461757	0.8496	Bon	447
Bni Chegdale	3.25	9.2	5.5	0.855428114163777	0.8242009132420092	0.8725212464589235	0.8495	Bon	448
Errafiaya	2.38	6.2	13.5	0.901840490797546	0.8926940639269406	0.6458923512747875	0.8479	Bon	449
Lagfifat	2.45	6.0	13.6	0.8981061616431049	0.8972602739726028	0.6430594900849858	0.8468	Bon	450
El Aamria	2.46	6.5	13.0	0.8975726860496133	0.8858447488584474	0.660056657223796	0.8466	Bon	451
Oulad Ziyane	2.6	6.3	12.6	0.8901040277407308	0.8904109589041096	0.6713881019830028	0.8465	Bon	452
Ben Smim	2.78	7.1	10.8	0.8805014670578821	0.8721461187214612	0.7223796033994334	0.8464	Bon	453
Sidi Ahmed Essayeh	3.35	9.2	5.6	0.850093358228861	0.8242009132420092	0.8696883852691218	0.8462	Bon	454
Telouet	2.68	7.2	11.2	0.8858362229927981	0.8698630136986301	0.7110481586402266	0.8461	Bon	455
H'ssyia	2.72	7.3	10.9	0.8837023206188317	0.8675799086757991	0.7195467422096318	0.846	Bon	456
Fezna	2.38	6.0	14.1	0.901840490797546	0.8972602739726028	0.6288951841359773	0.8459	Bon	457
Ouled Zmam	3.15	8.7	7.2	0.860762870098693	0.8356164383561644	0.8243626062322946	0.8459	Bon	457
Ouargui	2.57	6.9	12.2	0.8917044545212056	0.8767123287671232	0.6827195467422096	0.8454	Bon	459
Er-Rteb	2.32	6.1	14.4	0.9050413443584956	0.8949771689497716	0.6203966005665722	0.8451	Bon	460
M'fassis	2.31	6.0	14.6	0.9055748199519872	0.8972602739726028	0.6147308781869688	0.8449	Bon	461
Bni Sidel Jbel	2.76	7.5	10.7	0.8815684182448653	0.863013698630137	0.725212464589235	0.8447	Bon	462
Asrir	2.85	7.3	10.6	0.876767137903441	0.8675799086757991	0.7280453257790368	0.8443	Bon	463
Ben Taieb	3.64	10.6	2.9	0.8346225660176048	0.7922374429223744	0.9461756373937678	0.8442	Bon	464
Talmest	2.9	7.6	10.1	0.874099759935983	0.860730593607306	0.7422096317280453	0.8437	Bon	465
Ouled Youssef	3.29	9.1	6.6	0.8532942117898106	0.8264840182648402	0.8413597733711048	0.8429	Bon	466
Tigzmerte	2.73	7.1	11.7	0.8831688450253401	0.8721461187214612	0.6968838526912181	0.8426	Bon	467
Bni Chiker	2.78	7.6	10.9	0.8805014670578821	0.860730593607306	0.7195467422096318	0.8424	Bon	468
Khemisset Chaouia	2.79	7.2	11.4	0.8799679914643905	0.8698630136986301	0.7053824362606231	0.842	Bon	469
Ait Daoud	3.19	7.9	8.7	0.8586289677247266	0.8538812785388128	0.7818696883852692	0.8419	Bon	470
Anzou	2.79	7.4	11.2	0.8799679914643905	0.865296803652968	0.7110481586402266	0.8418	Bon	471
Sidi Youssef Ben Ahmed	2.82	7.8	10.6	0.8783675646839157	0.8561643835616438	0.7280453257790368	0.8416	Bon	472
Moualine El Oued	2.49	6.3	14.1	0.8959722592691384	0.8904109589041096	0.6288951841359773	0.8409	Bon	473
Ahl Sidi Lahcen	3.0	8.2	9.4	0.8687650040010669	0.8470319634703196	0.7620396600566572	0.8409	Bon	473
Oued Naam	2.43	6.4	14.3	0.899173112830088	0.8881278538812785	0.6232294617563738	0.8407	Bon	475
Ksar Sghir	2.11	5.5	16.9	0.9162443318218192	0.908675799086758	0.5495750708215297	0.8406	Bon	476
Nfifa	2.87	7.9	10.5	0.8757001867164578	0.8538812785388128	0.7308781869688386	0.8402	Bon	477
Thar Es-Souk	3.1	8.1	9.2	0.863430248066151	0.8493150684931507	0.7677053824362606	0.8401	Bon	478
Nzalat Laadam	3.09	7.5	10.0	0.8639637236596426	0.863013698630137	0.745042492917847	0.8399	Bon	479
Lahsasna	2.55	6.8	13.5	0.8927714057081889	0.8789954337899544	0.6458923512747875	0.8393	Bon	480
Bir Mezoui	3.07	8.1	9.5	0.8650306748466258	0.8493150684931507	0.7592067988668555	0.8392	Bon	481
Ida Ou Guelloul	2.97	8.0	10.1	0.8703654307815417	0.8515981735159817	0.7422096317280453	0.8391	Bon	482
Igoudar Mnabha	2.74	7.5	11.8	0.8826353694318485	0.863013698630137	0.6940509915014164	0.839	Bon	483
Ait Ouassif	2.54	6.4	14.1	0.8933048813016804	0.8881278538812785	0.6288951841359773	0.8389	Bon	484
Laaounate	3.2	8.9	8.0	0.8580954921312349	0.8310502283105022	0.8016997167138811	0.8387	Bon	485
Khnichet	2.68	7.0	12.8	0.8858362229927981	0.8744292237442922	0.6657223796033993	0.8384	Bon	486
Ain Karma-Oued Rommane	2.71	7.3	12.3	0.8842357962123233	0.8675799086757991	0.6798866855524079	0.8384	Bon	486
Bab Berred	2.24	5.9	16.3	0.9093091491064283	0.8995433789954338	0.56657223796034	0.8378	Bon	488
Bitit	2.73	7.2	12.5	0.8831688450253401	0.8698630136986301	0.6742209631728044	0.8374	Bon	489
Bni A'yat	2.64	7.1	13.1	0.8879701253667645	0.8721461187214612	0.6572237960339944	0.8371	Bon	490
Sidi Moussa Lhamri	2.78	6.9	12.7	0.8805014670578821	0.8767123287671232	0.6685552407932012	0.837	Bon	491
Asni	3.15	8.3	9.3	0.860762870098693	0.8447488584474886	0.7648725212464589	0.8368	Bon	492
Aoulouz	3.38	8.9	7.6	0.8484929314483862	0.8310502283105022	0.8130311614730878	0.8362	Bon	493
Ahl Angad	2.9	7.3	11.8	0.874099759935983	0.8675799086757991	0.6940509915014164	0.8361	Bon	494
Zemrane Charqia	2.51	6.4	14.8	0.8949053080821553	0.8881278538812785	0.6090651558073654	0.8357	Bon	495
Sidi Kaouki	3.12	8.1	9.9	0.8623632968791678	0.8493150684931507	0.7478753541076487	0.8356	Bon	496
Ben Maachou	3.36	9.1	7.6	0.8495598826353694	0.8264840182648402	0.8130311614730878	0.8353	Bon	497
Oulad Mkoudou	3.17	8.4	9.4	0.8596959189117098	0.8424657534246576	0.7620396600566572	0.835	Bon	498
Rmilat	2.71	7.4	12.8	0.8842357962123233	0.865296803652968	0.6657223796033993	0.8349	Bon	499
Ouaouizeght	3.3	9.0	8.3	0.852760736196319	0.8287671232876712	0.7932011331444759	0.8337	Bon	500
Loudaya	2.57	7.0	14.2	0.8917044545212056	0.8744292237442922	0.6260623229461757	0.8334	Bon	501
Sahel	2.92	8.0	11.6	0.8730328087489998	0.8515981735159817	0.6997167138810199	0.8319	Bon	502
Lambarkiyne	2.96	7.9	11.6	0.8708989063750334	0.8538812785388128	0.6997167138810199	0.8316	Bon	503
Bni Oukil	3.49	9.4	7.3	0.8426246999199787	0.819634703196347	0.8215297450424929	0.8315	Bon	504
Ouled Bourahmoune	3.55	9.6	6.8	0.8394238463590291	0.8150684931506849	0.8356940509915014	0.8314	Bon	505
Akka-Ighane	2.65	7.3	13.9	0.8874366497732729	0.8675799086757991	0.6345609065155806	0.8309	Bon	506
Dzouz	2.48	6.4	15.8	0.8965057348626301	0.8881278538812785	0.5807365439093484	0.8308	Bon	507
Iqaddar	2.79	7.4	13.3	0.8799679914643905	0.865296803652968	0.6515580736543909	0.8299	Bon	508
Bni M'hamed-Sijelmassa	2.52	6.5	15.8	0.8943718324886637	0.8858447488584474	0.5807365439093484	0.8291	Bon	509
Ait Boubidmane	3.41	9.6	7.9	0.8468925046679114	0.8150684931506849	0.8045325779036827	0.8289	Bon	510
Sid L'mokhtar	3.24	8.8	9.7	0.8559615897572685	0.8333333333333333	0.7535410764872521	0.8287	Bon	511
Bni Hadifa	2.92	7.9	12.3	0.8730328087489998	0.8538812785388128	0.6798866855524079	0.8287	Bon	511
Had Boumoussa	3.17	8.6	10.3	0.8596959189117098	0.8378995433789954	0.7365439093484418	0.8285	Bon	513
Laghdira	2.91	7.9	12.4	0.8735662843424914	0.8538812785388128	0.6770538243626062	0.8284	Bon	514
Moulay Aissa Ben Driss	2.97	7.6	12.5	0.8703654307815417	0.860730593607306	0.6742209631728044	0.8282	Bon	515
