commune_norm	taux_jeunesse	taux_vieillesse	INIV	nb_atm	IEDU	Indice_accessibilite	indice_transport	indice_densite_routiere	Indice_POI	Indice_accessibilite_norm	indice_transport_norm	indice_densite_routiere_norm	Indice_POI_norm
ainblal	29.6	16.2	0.762		0.4624	2.6	0.0	5.19	0.0	0.057624628218648936	0.0	0.08033943492538315	0.0
ainbnimathar	26.3	14.8	0.9012		0.6567	14.79	0.24	29.11	0.84	0.34651799362491276	0.006315124723713297	0.4691940046168369	0.037869395667560916
ainbouali	29.4	11.9	0.3208		0.3408	5.29	0.0	10.55	0.07	0.12137550212700413	0.0	0.16747407094320058	0.0031557829722967433
ainchair	27.5	15.8	0.868		0.6357	2.12	0.0	4.25	0.0	0.046249007595596706	0.0	0.06505836069837785	0.0
aincheggag	30.1	11.4	0.8914		0.6782	2.16	0.0	4.3	0.07	0.04719697598085106	0.0	0.06587118379555898	0.0031557829722967433
ainchkef	32.0	8.7	0.8875		0.6663	5.05	0.48	9.53	0.7	0.115687691815478	0.012630249447426594	0.15089247976070544	0.031557829722967425
ainchock	21.2	16.4	0.991	3.0	0.8267	42.9	54.09	48.06	13.22	1.0	1.0	0.7772539584484863	0.5959921556251849
ainchouater	24.1	16.5	0.9508		0.8593	0.17	0.0	0.3	0.11	3.554881444703758e-05	0.0	0.0008453360210683768	0.0049590875278948815
aindfali	27.5	14.1	0.7001		0.5679	3.34	0.0	6.61	0.15	0.07516204334585445	0.0	0.10342361088532731	0.0067623920834930205
aindorbanelahlaf	31.3	13.7	0.7852		0.494	3.2	0.0	6.41	0.0	0.07184415399746423	0.0	0.10017231849660277	0.0
ainelaouda	28.0	9.7	0.9845		0.8043	8.06	2.64	13.88	1.65	0.18702231280586804	0.06946637196084628	0.22160808921546402	0.07438631291842322
ainerreggada	21.2	24.6	0.9361		0.7399	27.43	0.0	54.75	0.29	0.646076003365288	0.0	0.8860096888513218	0.013073958028086505
ainharrouda	27.6	10.8	0.9737		0.7841	17.21	3.12	32.0	1.36	0.403870080932801	0.08209662140827287	0.5161751796339064	0.06131235489033672
ainjemaa	26.8	15.5	0.6988		0.4768	3.49	0.24	6.8	0.07	0.07871692479055828	0.006315124723713297	0.10651233865461561	0.0031557829722967433
ainjohrasidiboukhalkhal	27.0	15.5	0.5069		0.4895	1.42	0.0	2.79	0.11	0.02965956085364554	0.0	0.04132392626068877	0.0049590875278948815
ainkaicher	26.5	20.3	0.5575		0.6064	4.51	0.0	8.93	0.22	0.10289011861454425	0.0	0.14113860259453187	0.009918175055789763
ainkansara	30.3	11.1	0.7438		0.4586						0.0		0.0
ainkansra						1.6	0.0	3.15	0.15	0.03392541858729013	0.0	0.04717625256039293	0.0067623920834930205
ainkarmaouedrommane	27.8	14.9	0.8384		0.6074	4.78	0.96	8.88	0.26	0.10928890521501114	0.025260498894853187	0.14032577949735076	0.011721479611387902
ainlahsan	28.9	12.7	0.6501		0.4783	4.21	3.37	6.26	0.33	0.09578035572513661	0.08867487632880755	0.09773384920505937	0.014877262583684646
ainlegdah	29.0	14.4	0.3846		0.2561	3.46	0.0	6.92	0.0	0.0780059485016175	0.0	0.10846311408785032	0.0
ainlehjer	28.8	15.4	0.5809		0.2781	2.24	0.0	4.46	0.07	0.04909291275135977	0.0	0.06847221770653861	0.0031557829722967433
ainleuh	22.2	17.7	0.7495	1.0	0.6155	3.2	0.0	6.29	0.29	0.07184415399746423	0.0	0.09822154306336806	0.013073958028086505
ainmaatouf	29.2	16.7	0.4482		0.5108	2.24	0.0	4.46	0.07	0.04909291275135977	0.0	0.06847221770653861	0.0031557829722967433
ainmediouna	28.4	16.5	0.6372		0.663	1.86	0.0	3.71	0.04	0.04008721309144342	0.0	0.05627987124882161	0.0018033045555981388
ainorma	25.0	18.3	0.7898		0.6248	7.68	0.0	15.33	0.07	0.17801661314595166	0.0	0.24517995903371684	0.0031557829722967433
ainsbit	28.3	16.1	0.6424		0.5139	1.3	0.0	2.59	0.04	0.026815655697882485	0.0	0.038072633871964245	0.0018033045555981388
ainsebaa	21.1	17.0	0.9977		0.8434	37.23	29.09	54.62	5.95	0.8783282577526043	0.7654457425534159	0.8838963487986508	0.26824155264522315
ainsfa	29.4	16.3	0.5471		0.4501	1.12	0.0	1.99	0.62	0.0225497979642379	0.0	0.02831875670579066	0.02795122061177115
aintaoujdate	26.8	13.2	0.9383		0.7616	13.66	3.37	24.98	0.77	0.3197378867414773	0.08867487632880755	0.4020548167896754	0.03471361269526417
aintazitounte	32.4	15.3	0.4298		0.315	1.28	0.0	2.53	0.07	0.02634167150525531	0.0	0.03709724615534688	0.0031557829722967433
aintimguenai	25.6	17.1	0.9121		0.6493	7.42	0.0	14.83	0.0	0.17185481864179838	0.0	0.2370517280619055	0.0
aintizgha	30.7	10.3	0.9342		0.7494	3.12	0.0	6.2	0.11	0.06994821722695552	0.0	0.09675846148844201	0.0049590875278948815
ainzohra	27.4	16.6	0.6988		0.4661	1.28	0.0	2.48	0.18	0.02634167150525531	0.0	0.03628442305816575	0.008114870500191624
aitaadel	33.1	9.8	0.7725		0.378	1.93	0.0	3.86	0.0	0.04174615776563853	0.0	0.05871834054036501	0.0
aitabbas	36.8	8.3	0.1866		0.269	2.04	0.0	4.06	0.04	0.044353070825088	0.0	0.06196963292908954	0.0018033045555981388
aitabdallah	15.9	34.4	0.6921		0.3259	2.93	0.0	5.79	0.18	0.06544536739699734	0.0	0.09009331209155673	0.008114870500191624
aitaissaihahane	23.5	27.0	0.4128		0.2474						0.0		0.0
aitaissiihahane						1.78	0.0	3.56	0.0	0.03819127632093471	0.0	0.05384140195727822	0.0
aitalioulahcen	28.5	12.9	0.375		0.5291	1.25	0.0	2.49	0.0	0.025630695216314545	0.0	0.03644698767760198	0.0
aitamira	30.0	6.4	0.8992	1.0	0.6037	4.41	10.82	1.99	0.84	0.10052019765140838	0.28470687296074115	0.02831875670579066	0.037869395667560916
aitammar	25.5	20.0	0.672		0.5707	1.4	0.0	2.81	0.0	0.029185576661018363	0.0	0.04164905549956123	0.0
aitayach	28.4	12.9	0.7999		0.6571	1.18	0.0	2.2	0.4	0.023971750542119426	0.0	0.03173261371395142	0.01803304555598139
aitbaha	25.7	13.6	0.9516	1.0	0.6562	17.81	0.72	34.95	0.59	0.41808960671161627	0.01894537417113989	0.5641317423675933	0.026598742195072547
aitbazza	27.1	17.4	0.0884		0.2805	2.03	0.0	4.06	0.0	0.044116078728774405	0.0	0.06196963292908954	0.0
aitbelkacem	25.8	17.5	0.6762		0.6215	1.58	0.0	3.15	0.0	0.03345143439466295	0.0	0.04717625256039293	0.0
aitbenyacoub	26.2	16.9	0.8084		0.5355	0.74	0.0	1.47	0.0	0.013544098304321555	0.0	0.01986539649510688	0.0
aitblal	34.0	9.5	0.5425		0.3173	4.74	0.0	9.46	0.07	0.10834093682975679	0.0	0.1497545274246519	0.0031557829722967433
aitboubidmane	28.2	12.2	0.8289		0.6056	9.31	0.0	18.61	0.04	0.21664632484506652	0.0	0.2985011542087991	0.0018033045555981388
aitboudaoud	37.7	15.0	0.7695		0.4653	0.61	0.0	1.12	0.26	0.010463201052244912	0.0	0.014175634814838954	0.011721479611387902
aitboufoulen	22.8	18.6	0.5671		0.2702	2.52	0.0	5.01	0.07	0.05572869144814023	0.0	0.07741327177553106	0.0031557829722967433
aitbououlli	32.1	10.2	0.7252		0.4432	1.03	0.0	1.91	0.4	0.020416869097415608	0.0	0.027018239750300845	0.01803304555598139
aitbourzouine	28.1	12.9	0.8508		0.6285	2.05	0.0	4.05	0.15	0.04459006292140159	0.0	0.06180706830965332	0.0067623920834930205
aitbouyahiaelhajjama	23.4	19.1	0.7987		0.6788						0.0		0.0
aitbuyahyaelhajjama						5.89	0.0	11.73	0.11	0.1355950279058194	0.0	0.1866566960366753	0.0049590875278948815
aitdaoud	31.8	12.8	0.8419		0.403	3.33	0.0	6.64	0.07	0.07492505124954087	0.0	0.10391130474363598	0.0031557829722967433
aitelfarsi	36.4	13.2	0.6843		0.5353	0.88	0.0	1.61	0.37	0.01686198765271179	0.0	0.022141301167214054	0.016680567139282784
aitelmane	25.1	20.5	0.3026		0.4462	1.67	0.0	3.3	0.11	0.035584363261485244	0.0	0.04961472185193633	0.0049590875278948815
aiterkha	28.6	18.0	0.8202		0.5654	3.28	0.24	6.39	0.07	0.07374009076797292	0.006315124723713297	0.09984718925773031	0.0031557829722967433
aitfaska	29.4	11.4	0.9253		0.7034	4.79	8.17	4.48	0.51	0.10952589731132471	0.2149773708030735	0.06879734694541106	0.02299213308387627
aithaddouyoussef	34.1	10.4	0.4655		0.325	1.25	0.0	2.49	0.0	0.025630695216314545	0.0	0.03644698767760198	0.0
aithadi	29.5	13.3	0.7622		0.5571	3.2	0.0	6.35	0.11	0.07184415399746423	0.0	0.09919693077998541	0.0049590875278948815
aithammou	30.3	13.9	0.6471		0.3415	0.84	0.0	1.66	0.04	0.015914019267457436	0.0	0.022954124264395182	0.0018033045555981388
aithani	34.3	12.3	0.652		0.4387	1.26	0.0	2.2	0.81	0.025867687312628132	0.0	0.03173261371395142	0.03651691725086231
aitharzallah	28.3	12.8	0.7439		0.5276	3.74	0.0	7.48	0.0	0.08464172719839798	0.0	0.11756673277627902	0.0
aithkimaityzid	31.3	10.6	0.7088		0.4756	1.18	0.0	2.35	0.04	0.023971750542119426	0.0	0.03417108300549481	0.0018033045555981388
aitiaaza	26.4	10.6	0.9649		0.771	7.36	0.0	14.48	0.59	0.17043286606391686	0.0	0.23136196638163758	0.026598742195072547
aitichou	24.5	17.1	0.0289		0.2767	0.98	0.0	1.93	0.07	0.019231908615847667	0.0	0.0273433689891733	0.0031557829722967433
aitigas	28.4	13.4	0.8202		0.635	0.26	0.0	0.5	0.04	0.00216847768126933	0.0	0.004096628409792907	0.0018033045555981388
aitikkou	24.0	20.2	0.2308		0.2874	1.58	0.0	3.13	0.07	0.03345143439466295	0.0	0.04685112332152048	0.0031557829722967433
aitimour	28.3	13.6	0.7786		0.581	2.42	4.33	2.2	0.11	0.05335877048500435	0.11393537522366073	0.03173261371395142	0.0049590875278948815
aitishaq	23.8	17.7	0.8193		0.5725	1.85	0.0	3.63	0.18	0.03985022099512983	0.0	0.054979354293331804	0.008114870500191624
aitissafen	16.1	34.2	0.6302		0.1966	2.2	0.0	4.38	0.07	0.04814494436610542	0.0	0.0671717007510488	0.0031557829722967433
aitizdeg	30.8	13.3	0.7413		0.625	0.9	0.0	1.68	0.29	0.017335971845338968	0.0	0.023279253503267636	0.013073958028086505
aitkamra	27.9	15.6	0.8791		0.6302	2.34	0.0	4.6	0.18	0.05146283371449564	0.0	0.07074812237864576	0.008114870500191624
aitmait	23.8	20.7	0.6971		0.4189	1.26	0.0	2.48	0.11	0.025867687312628132	0.0	0.03628442305816575	0.0049590875278948815
aitmajden	29.4	13.7	0.6148		0.5021	0.2	0.0	0.41	0.0	0.0007465251033878017	0.0	0.0026335468348668684	0.0
aitmakhlouf	23.8	18.8	0.5499		0.3398	0.7	0.0	1.41	0.0	0.012596129919067202	0.0	0.01889000877848952	0.0
aitmalek	26.4	15.0	0.5872		0.4856	1.78	0.0	3.5	0.15	0.03819127632093471	0.0	0.052866014240660855	0.0067623920834930205
aitmazigh	30.1	16.9	0.3814		0.535	2.34	0.0	4.65	0.07	0.05146283371449564	0.0	0.0715609454758269	0.0031557829722967433
aitmelloul	26.6	10.5	0.9841		0.7874	29.54	36.06	35.32	5.29	0.6960813356874551	0.948847489737923	0.5701466332867337	0.23848702747785386
aitmhamed	33.7	11.1	0.2383		0.3356	0.97	0.0	1.9	0.11	0.01899491651953408	0.0	0.026855675130864617	0.0049590875278948815
aitmilk	23.8	20.7	0.7913		0.5087	3.82	0.0	7.64	0.0	0.08653766396890668	0.0	0.12016776668725863	0.0
aitmimoune	26.3	17.0	0.4568		0.5257	3.1	0.0	6.2	0.0	0.06947423303432834	0.0	0.09675846148844201	0.0
aitmzal	20.7	25.4	0.7078		0.4433	7.24	0.48	14.17	0.07	0.16758896090815378	0.012630249447426594	0.22632246317911456	0.0031557829722967433
aitnaamane	27.1	13.8	0.7757		0.5618	3.16	0.0	6.32	0.0	0.07089618561220987	0.0	0.09870923692167674	0.0
aitouaarda	29.7	16.6	0.6822		0.6139	3.73	0.0	7.45	0.04	0.08440473510208439	0.0	0.11707903891797034	0.0018033045555981388
aitouabelli	23.0	21.1	0.6738		0.5912	0.24	0.0	0.46	0.07	0.0016944934886421535	0.0	0.0034463699320480016	0.0031557829722967433
aitouadrim	23.1	24.4	0.6409		0.2738	2.42	0.0	4.82	0.04	0.05335877048500435	0.0	0.07432454400624276	0.0018033045555981388
aitouafqa	19.1	31.0	0.7152		0.3525	1.82	0.0	3.59	0.11	0.03913924470618906	0.0	0.0543290958155869	0.0049590875278948815
aitouallal	65.4	22.5	0.8607		0.6614	14.93	0.96	28.1	2.94	0.349835882973303	0.025260498894853187	0.4527749780537781	0.1325428848364632
aitouassif	31.8	13.1	0.8389		0.524	1.43	0.0	2.59	0.66	0.02989655294995913	0.0	0.038072633871964245	0.029754525167369292
aitouikhalfen	26.6	15.6	0.6291		0.4429	2.02	0.0	4.03	0.0	0.043879086632460824	0.0	0.06148193907078087	0.0
aitoumdis	32.5	11.3	0.3489		0.2988	0.6	0.0	1.19	0.04	0.010226208955931322	0.0	0.015313587150892536	0.0018033045555981388
aitoumelbekht	23.7	17.0	0.5312		0.4587	1.34	0.0	2.67	0.04	0.02776362408313684	0.0	0.03937315082745406	0.0018033045555981388
aitouqabli	30.5	12.6	0.5378		0.3943	1.4	0.0	2.75	0.15	0.029185576661018363	0.0	0.04067366778294387	0.0067623920834930205
aitouribel	26.1	17.0	0.6854		0.5504	4.82	0.0	9.51	0.33	0.11023687360026549	0.0	0.150567350521833	0.014877262583684646
aitourir	28.5	11.0	0.9619		0.7819	7.44	6.49	10.39	1.47	0.17232880283442556	0.17077149773708042	0.16487303703222095	0.0662714424182316
aitsaadelli	25.8	15.3	0.6631		0.5773	0.46	0.0	0.93	0.0	0.006908319607541091	0.0	0.011086907045550647	0.0
aitsaghrouchen	26.5	17.6	0.7073		0.5508	1.69	0.0	3.37	0.04	0.03605834745411242	0.0	0.05075267418798991	0.0018033045555981388
aitsaid	29.8	18.1	0.4749		0.3016	2.28	0.0	4.57	0.0	0.05004088113661411	0.0	0.07026042852033709	0.0
aitsebaalajrouf	30.0	12.0	0.7414		0.5824	1.64	0.0	3.17	0.26	0.034873386972544475	0.0	0.047501381799265385	0.011721479611387902
aitsedratejbeleloulia	31.3	12.8	0.8064		0.6164	0.37	0.0	0.55	0.48	0.004775390740718798	0.0	0.0049094515069740404	0.021639654667177665
aitsedratejbelelsoufla						0.87	0.0	0.7	2.61	0.016624995556398202	0.0	0.007347920798517437	0.11766562225277855
aitsedratejebelsoufla	27.1	14.3	0.9213		0.6318						0.0		0.0
aitsedratesahlcharkia	32.6	13.1	0.7808		0.4951	0.5	0.0	0.87	0.33	0.007856287992795443	0.0	0.010111519328933288	0.014877262583684646
aitsedratesahlelgharbia	33.1	12.1	0.6734		0.5244	0.9	0.24	1.27	0.95	0.017335971845338968	0.006315124723713297	0.01661410410638235	0.04282848319545579
aitsiberne	26.3	17.5	0.4545		0.3386	3.38	0.0	6.76	0.0	0.0761100117311088	0.0	0.1058620801768707	0.0
aitsididaoud	28.5	13.1	0.8186		0.6067	2.28	3.85	2.23	0.07	0.05004088113661411	0.10130512577623414	0.0322203075722601	0.0031557829722967433
aittaguella	29.6	12.8	0.754		0.6292	6.41	0.24	12.03	1.62	0.14791861691412597	0.006315124723713297	0.19153363461976208	0.07303383450172463
aittaleb	31.5	13.1	0.5953		0.3729	0.63	0.0	1.26	0.0	0.010937185244872088	0.0	0.016451539486946123	0.0
aittamlil	31.6	11.6	0.3644		0.1863	0.88	0.48	0.87	1.51	0.01686198765271179	0.012630249447426594	0.010111519328933288	0.06807474697382974
aityaazem	26.2	14.9	0.8179		0.6014	5.71	0.0	11.42	0.0	0.13132917017217483	0.0	0.18161719283415226	0.0
aityadine	30.1	13.6	0.6666		0.5221	1.2	0.0	2.41	0.0	0.024445734734746604	0.0	0.03514647072211217	0.0
aityahya	32.2	14.0	0.5928		0.4735	0.39	0.0	0.72	0.15	0.0052493749333459745	0.0	0.00767305003738989	0.0067623920834930205
aityoul	30.4	14.0	0.9064		0.5832	1.15	0.0	2.0	0.73	0.023260774253178663	0.0	0.028481321325226884	0.032910308139666035
aityoussefouali	24.2	16.1	0.8852	1.0	0.5716	2.51	0.0	4.68	0.84	0.055491699351826636	0.0	0.07204863933413558	0.037869395667560916
aitzineb	27.2	15.9	0.9105	1.0	0.6855	1.63	0.0	1.88	3.45	0.03463639487623089	0.0	0.026530545891992163	0.15553501792033947
ajdir	48.4	33.900000000000006	0.8037		0.6145	7.0200000000000005	0.48	13.05	1.76	0.16237513478925486	0.012630249447426594	0.2081152258022572	0.0793454004463181
akarma	32.7	12.4	0.636		0.5041	1.27	0.0	2.54	0.0	0.026104679408941723	0.0	0.03725981077478311	0.0
akhfennir	29.3	9.4	0.9262		0.684						0.0		0.0
akka	29.2	15.1	0.9016		0.723	2.02	0.0	3.9	0.37	0.043879086632460824	0.0	0.05936859901810992	0.016680567139282784
akkaighane	26.5	18.1	0.8309		0.5826	1.14	0.0	2.21	0.15	0.023023782156865073	0.0	0.03189517833338764	0.0067623920834930205
aklim	23.3	19.0	0.9478		0.7221	11.96	0.0	23.8	0.29	0.2794492303681674	0.0	0.3828721916962007	0.013073958028086505
aknoul	25.7	14.4	0.9221		0.7651	13.08	0.0	26.02	0.33	0.3059923451552892	0.0	0.41896153721104296	0.014877262583684646
allougoum	31.1	13.1	0.7281		0.6241	0.28	0.0	0.37	0.48	0.0026424618738965064	0.0	0.0019832883571219624	0.021639654667177665
allyene	28.3	12.0	0.7714		0.5138	0.23	0.0	0.42	0.11	0.0014575013923285658	0.0	0.0027961114543030947	0.0049590875278948815
almajjatiaouledtaleb	31.4	8.5	0.9465		0.777						0.0		0.0
almismarmoucha	29.1	15.2	0.6433		0.5435	2.47	0.0	4.92	0.04	0.0545437309665723	0.0	0.07595019020060502	0.0018033045555981388
alnif	33.1	13.5	0.8578	2.0	0.6812	1.06	0.0	1.7	1.07	0.021127845386356373	0.0	0.02360438274214009	0.04823839686225022
alouidane						5.95	9.13	5.92	1.25	0.13701698048370092	0.2402378696979267	0.09220665214422767	0.05635326736244184
amalou	21.2	26.7	0.2725		0.3158	0.68	0.0	1.35	0.0	0.01212214572644003	0.0	0.017914621061872162	0.0
amejjaou	25.0	20.0	0.5503		0.4853	1.55	0.0	3.07	0.07	0.03274045810572219	0.0	0.045875735604903115	0.0031557829722967433
amellagou	31.0	15.5	0.6654		0.6443	1.16	0.0	2.22	0.26	0.02349776634949225	0.0	0.03205774295282387	0.011721479611387902
amersid	30.7	13.5	0.7002		0.6458	0.96	0.0	1.81	0.29	0.018757924423220492	0.0	0.02539259355593858	0.013073958028086505
amerzgane	27.9	15.8	0.8817		0.6123	0.78	0.0	1.34	0.55	0.014492066689575908	0.0	0.017752056442435937	0.02479543763947441
ameur	32.3	7.4	0.8601		0.7077	5.78	6.97	7.11	0.66	0.13298811484636994	0.183401747184507	0.11155184185713864	0.029754525167369292
ameurchamalia	34.1	8.7	0.4016		0.3469	2.3	0.0	4.58	0.04	0.05051486532924129	0.0	0.07042299313977332	0.0018033045555981388
ameurseflia	34.7	8.0	0.5195		0.511	2.4	0.72	4.28	0.22	0.052884786292377174	0.01894537417113989	0.06554605455668654	0.009918175055789763
amgala	17.0	17.0	0.7536		0.4672						0.0		0.0
amghras	27.7	18.1	0.4174		0.5357	0.93	0.0	1.85	0.04	0.01804694813427973	0.0	0.02604285203368349	0.0018033045555981388
amizmiz	24.9	15.7	0.8995		0.7689	8.56	3.37	14.81	0.73	0.19887191762154743	0.08867487632880755	0.23672659882303307	0.032910308139666035
ammelne	11.4	37.7	0.7725		0.3966	1.8	0.0	3.18	1.03	0.03866526051356189	0.0	0.047663946418701614	0.046435092306652076
amouguer	29.0	15.1	0.5664		0.4342	1.28	0.0	2.56	0.0	0.02634167150525531	0.0	0.03758494001365557	0.0
amskroud	24.3	16.9	0.8509		0.6217	2.52	0.0	4.88	0.4	0.05572869144814023	0.0	0.07529993172286012	0.01803304555598139
amtar	29.7	11.3	0.7438		0.4346	0.88	0.0	1.73	0.07	0.01686198765271179	0.0	0.024092076600448768	0.0031557829722967433
amtdi	27.9	24.9	0.6393		0.4204	1.04	0.0	1.79	0.73	0.0206538611937292	0.0	0.025067464317066128	0.032910308139666035
anemzi	30.4	11.6	0.3088		0.2974	2.25	0.0	4.41	0.22	0.049329904847673356	0.0	0.06765939460935748	0.009918175055789763
anergui	35.2	10.1	0.0289		0.3375	0.23	0.0	0.33	0.33	0.0014575013923285658	0.0	0.0013330298793770567	0.014877262583684646
anfa	16.4	24.8	0.9868	11.0	0.7596	41.43	17.79	68.76	8.56	0.9778649382043113	0.4681086201452481	1.0	0.38590717489800175
anfeg	22.1	28.9	0.6536		0.3571	1.78	0.0	3.52	0.11	0.03819127632093471	0.0	0.05319114347953331	0.0049590875278948815
anjra	29.0	11.1	0.785		0.5392	1.43	0.72	2.36	0.15	0.02989655294995913	0.01894537417113989	0.03433364762493103	0.0067623920834930205
annakhil	26.2	12.7	0.9372		0.7185	11.33	12.74	13.64	3.42	0.2645187283004113	0.3352278707504475	0.21770653834899456	0.15418253950364086
anougal	29.0	15.8	0.47		0.4326	1.54	0.0	3.07	0.0	0.0325034660094086	0.0	0.045875735604903115	0.0
anzi	21.5	25.3	0.6934		0.4602	2.45	0.0	4.82	0.18	0.05406974677394512	0.0	0.07432454400624276	0.008114870500191624
anzou	30.6	12.1	0.8418		0.6006	2.99	0.0	5.93	0.11	0.06686731997487888	0.0	0.0923692167636639	0.0049590875278948815
aoufous	28.4	18.2	0.8962		0.7926	0.27	0.0	0.32	0.55	0.002405469777582918	0.0	0.00117046525994083	0.02479543763947441
aouguenz	14.4	35.9	0.5161		0.3534	3.63	0.0	7.15	0.26	0.0820348141389485	0.0	0.11220210033488354	0.011721479611387902
aouintlahna	23.9	12.0	0.9042		0.359	1.14	0.0	2.22	0.15	0.023023782156865073	0.0	0.03205774295282387	0.0067623920834930205
aouintyghomane	27.7	11.7	0.7758		0.5562	0.95	0.0	1.87	0.07	0.0185209323269069	0.0	0.026367981272555942	0.0031557829722967433
aoulouz	28.1	13.2	0.8362		0.5591	1.42	0.0	2.65	0.48	0.02965956085364554	0.0	0.0390480215885816	0.021639654667177665
aourir	25.3	11.4	0.9723	4.0	0.7321	5.06	7.21	4.46	3.34	0.11592468391179159	0.1897168719082203	0.06847221770653861	0.15057593039244457
aousserd	12.1	14.3	0.7689		0.3745						0.0		0.0
aqesri						3.1	0.0	5.5	1.76	0.06947423303432834	0.0	0.08537893812790616	0.0793454004463181
aqsri	20.7	22.7	0.6583		0.5082						0.0		0.0
aquermoud	27.4	16.2	0.6953		0.4321	2.47	0.24	4.76	0.11	0.0545437309665723	0.006315124723713297	0.07334915628962539	0.0049590875278948815
aquouassbriech	25.8	16.0	0.8636		0.6008	7.55	6.73	10.97	0.22	0.17493571589387502	0.1770866224607937	0.1743017849595221	0.009918175055789763
arazane	26.9	16.8	0.5953		0.5011	0.94	0.0	1.83	0.11	0.018283940230593314	0.0	0.025717722794811035	0.0049590875278948815
arbaaaitabdellah	22.2	21.5	0.7391		0.4533	2.26	0.0	4.51	0.0	0.049566896943986936	0.0	0.06928504080371974	0.0
arbaaaitahmed	19.7	29.5	0.5129		0.3161	1.23	0.0	2.43	0.07	0.02515671102368737	0.0	0.035471599960984625	0.0031557829722967433
arbaarasmouka	19.4	29.1	0.8616		0.4452	1.94	0.0	3.76	0.29	0.04198314986195212	0.0	0.05709269434600275	0.013073958028086505
arbaasahel	21.6	23.9	0.9016		0.5389	2.63	0.0	5.07	0.48	0.0583356045075897	0.0	0.07838865949214842	0.021639654667177665
arbaataourirt	26.4	15.4	0.4543		0.4064	2.04	0.0	4.03	0.15	0.044353070825088	0.0	0.06148193907078087	0.0067623920834930205
arbaoua	32.2	11.1	0.7708		0.558	3.27	0.48	6.14	0.29	0.07350309867165934	0.012630249447426594	0.09578307377182466	0.013073958028086505
arekmane	22.6	20.3	0.7493		0.6286	2.09	2.64	2.49	0.26	0.045538031306655936	0.06946637196084628	0.03644698767760198	0.011721479611387902
arfoud	29.5	10.8	0.9829	1.0	0.8316	16.89	0.24	33.06	1.43	0.3962863338507662	0.006315124723713297	0.5334070292941465	0.06446813786263346
argana	25.8	17.9	0.7051		0.361	1.28	0.0	2.5	0.15	0.02634167150525531	0.0	0.03660955229703821	0.0067623920834930205
asjen	24.7	15.7	0.5455		0.5358	2.48	0.0	4.94	0.04	0.05478072306288588	0.0	0.07627531943947748	0.0018033045555981388
askaouen	25.9	18.1	0.7741		0.4484	4.44	0.0	8.83	0.15	0.10123117394034914	0.0	0.1395129564001696	0.0067623920834930205
asni	29.1	12.3	0.8368	1.0	0.5672	5.37	0.24	9.06	3.82	0.12327143889751283	0.006315124723713297	0.1432519426472028	0.17221558505962226
asoukhourassawda	18.0	21.0	1.0		0.7902						0.0		0.0
asrir	26.2	17.6	0.8443		0.6798	0.6	0.0	1.01	0.48	0.010226208955931322	0.0	0.01238742400104046	0.021639654667177665
assa	27.9	10.4	0.9704	1.0	0.6879	5.19	0.0	10.07	0.77	0.11900558116386825	0.0	0.1596709692102617	0.03471361269526417
assads	21.8	25.0	0.5158		0.3594	2.17	0.0	4.32	0.04	0.04743396807716465	0.0	0.06619631303443144	0.0018033045555981388
assahrij	31.9	12.2	0.817		0.5761	1.98	0.0	3.91	0.15	0.042931118247206475	0.0	0.059531163637546146	0.0067623920834930205
assais	31.2	20.5	0.0912		0.1097	0.71	0.0	1.4	0.04	0.01283312201538079	0.0	0.018727444159053294	0.0018033045555981388
assaisse	26.8	21.2	0.5437		0.2722	0.74	0.0	1.36	0.29	0.013544098304321555	0.0	0.01807718568130839	0.013073958028086505
assaki	27.3	17.0	0.7364		0.5791	1.53	0.0	2.92	0.33	0.03226647391309501	0.0	0.04343726631335972	0.014877262583684646
assebbab	29.9	13.0	0.5528		0.4498	3.73	0.0	7.45	0.04	0.08440473510208439	0.0	0.11707903891797034	0.0018033045555981388
assifelmal	28.4	15.7	0.6094		0.4477	3.3	0.0	6.57	0.07	0.07421407496060009	0.0	0.1027733524075824	0.0031557829722967433
assilah	24.3	15.7	0.9473	4.0	0.7978	12.79	6.73	19.62	4.81	0.29911957436219516	0.1770866224607937	0.314920180771858	0.21684737281067618
assoukhourassawda				2.0		48.69	18.27	83.92	6.24	1.0	0.48073886959267476	1.0	0.2813155106733097
assoul	29.6	15.3	0.778		0.6188	1.11	0.0	2.2	0.04	0.022312805867924314	0.0	0.03173261371395142	0.0018033045555981388
atiamim	32.2	12.7	0.7948		0.6486	2.64	0.0	5.26	0.07	0.05857259660390329	0.0	0.08147738726143672	0.0031557829722967433
atouabet	30.1	16.1	0.7021		0.3332	1.92	0.0	3.83	0.0	0.04150916566932494	0.0	0.05823064668205633	0.0
ayacha	26.7	15.7	0.608		0.369	2.17	0.0	4.29	0.11	0.04743396807716465	0.0	0.06570861917612275	0.0049590875278948815
ayir	31.3	11.4	0.757		0.5658	2.64	0.0	5.22	0.15	0.05857259660390329	0.0	0.08082712878369182	0.0067623920834930205
azagharnirs	24.0	26.1	0.572		0.2281	1.1	0.0	2.11	0.22	0.022075813771610726	0.0	0.030269532139025373	0.009918175055789763
azemmour	23.0	15.6	0.9555	3.0	0.7716	32.76	5.77	60.93	2.83	0.7723927907004304	0.15182612356594052	0.9864746236629097	0.12758379730856834
