commune	ipm	pov	vul	N_ipm	N_pov	N_vul	INIV	Niveau_de_vie_categorie	Rang	commune_norm
Chouihia	4.12	11.4	10.6	0.809015737530008	0.773972602739726	0.7280453257790368	0.7823	Bon	650	chouihia
Kasbat Troch	3.09	7.9	19.7	0.8639637236596426	0.8538812785388128	0.4702549575070821	0.7822	Bon	651	kasbattroch
Daoura	3.36	9.1	17.0	0.8495598826353694	0.8264840182648402	0.546742209631728	0.7821	Bon	652	daoura
Tlauh	3.3	8.7	17.8	0.852760736196319	0.8356164383561644	0.5240793201133144	0.7819	Bon	653	tlauh
Ras Ijerri	4.03	10.3	12.5	0.8138170178714323	0.7990867579908676	0.6742209631728044	0.7815	Bon	654	rasijerri
Bni Ykhlef	3.85	10.2	13.5	0.8234195785542812	0.8013698630136986	0.6458923512747875	0.7813	Bon	655	bniykhlef
Kariat Ben Aouda	3.06	7.8	20.2	0.8655641504401174	0.8561643835616438	0.4560906515580736	0.7808	Bon	656	kariatbenaouda
Boughriba	3.53	9.2	16.3	0.8404907975460123	0.8242009132420092	0.56657223796034	0.7808	Bon	656	boughriba
Ait Sedrate Sahl Charkia	4.12	10.3	12.2	0.809015737530008	0.7990867579908676	0.6827195467422096	0.7808	Bon	656	aitsedratesahlcharkia
M'hajer	4.43	12.0	8.8	0.7924779941317686	0.7602739726027397	0.7790368271954674	0.7801	Bon	659	mhajer
Bni Khaled	3.49	8.9	17.0	0.8426246999199787	0.8310502283105022	0.546742209631728	0.78	Bon	660	bnikhaled
Laouamra	4.03	10.7	12.3	0.8138170178714323	0.7899543378995434	0.6798866855524079	0.7799	Bon	661	laouamra
Sebaa Rouadi	3.18	8.0	19.7	0.8591624433182182	0.8515981735159817	0.4702549575070821	0.7791	Bon	662	sebaarouadi
Ait Imour	3.1	8.3	19.8	0.863430248066151	0.8447488584474886	0.4674220963172804	0.7786	Bon	663	aitimour
Gourrama	4.45	12.0	9.0	0.7914110429447853	0.7602739726027397	0.773371104815864	0.7785	Bon	664	gourrama
Laatatra	4.13	11.1	11.6	0.8084822619365164	0.7808219178082192	0.6997167138810199	0.7784	Bon	665	laatatra
Oulad Hassoune Hamri	3.35	8.2	18.8	0.850093358228861	0.8470319634703196	0.4957507082152974	0.7783	Bon	666	ouledhassounehamri
Assoul	3.0	7.7	21.1	0.8687650040010669	0.8584474885844748	0.4305949008498583	0.778	Bon	667	assoul
Oulad Sbih	3.07	7.7	20.8	0.8650306748466258	0.8584474885844748	0.4390934844192634	0.7779	Bon	668	ouledsbih
Iznaguen	3.53	9.0	17.1	0.8404907975460123	0.8287671232876712	0.5439093484419263	0.7777	Bon	669	iznaguen
El Foqra	4.22	11.5	11.1	0.803680981595092	0.771689497716895	0.7138810198300283	0.7761	Bon	670	elfoqra
Aouint Yghomane	3.94	10.4	13.8	0.8186182982128568	0.7968036529680365	0.6373937677053824	0.7758	Bon	671	aouintyghomane
Ait Naamane	3.53	8.7	17.8	0.8404907975460123	0.8356164383561644	0.5240793201133144	0.7757	Bon	672	aitnaamane
Tidili Fetouaka	3.79	9.7	15.4	0.8266204321152307	0.812785388127854	0.5920679886685551	0.7756	Bon	673	tidilifetouaka
Oulad Bouali Loued	3.03	7.8	21.3	0.8671645772205921	0.8561643835616438	0.4249291784702549	0.7754	Bon	674	ouledboualiloued
Tiztoutine	3.53	9.6	16.9	0.8404907975460123	0.8150684931506849	0.5495750708215297	0.7747	Bon	675	tiztoutine
Oulad Amghar	4.05	10.8	13.1	0.8127500666844492	0.7876712328767123	0.6572237960339944	0.7741	Bon	676	ouledamghar
Askaouen	3.59	9.2	17.2	0.8372899439850627	0.8242009132420092	0.5410764872521246	0.7741	Bon	676	askaouen
Bni Marghnine	3.71	9.9	15.8	0.8308882368631635	0.8082191780821918	0.5807365439093484	0.7741	Bon	676	bnimarghnine
Mesti	3.32	8.2	19.7	0.8516937850093358	0.8470319634703196	0.4702549575070821	0.774	Bon	679	mesti
Sidi Ahmed El Khadir	4.18	11.1	12.2	0.8058148839690584	0.7808219178082192	0.6827195467422096	0.7737	Bon	680	sidiahmedelkhadir
Laqsir	3.23	8.3	20.1	0.8564950653507603	0.8447488584474886	0.4589235127478752	0.7735	Bon	681	laqsir
Zemrane	3.32	8.2	19.9	0.8516937850093358	0.8470319634703196	0.4645892351274787	0.7729	Bon	682	zemrane
Serghina	3.62	9.1	17.4	0.835689517204588	0.8264840182648402	0.5354107648725213	0.7729	Bon	682	serghina
Mnasra	3.81	9.8	15.7	0.8255534809282475	0.8105022831050228	0.5835694050991501	0.7726	Bon	684	mnasra
Ammelne	4.04	10.5	13.8	0.8132835422779408	0.7945205479452054	0.6373937677053824	0.7725	Bon	685	ammelne
Ait Aadel	4.17	10.9	12.7	0.80634835956255	0.7853881278538812	0.6685552407932012	0.7725	Bon	685	aitaadel
Tekna	2.43	6.2	26.6	0.899173112830088	0.8926940639269406	0.2747875354107647	0.7724	Bon	687	tekna
Khemis Sidi Yahya	3.97	10.3	14.4	0.8170178714323819	0.7990867579908676	0.6203966005665722	0.7723	Bon	688	khemissidiyahya
Dar Chaoui	3.74	9.4	16.6	0.8292878100826887	0.819634703196347	0.5580736543909348	0.7721	Bon	689	darchaoui
Ermila	3.87	9.4	16.0	0.822352627367298	0.819634703196347	0.5750708215297451	0.7721	Bon	689	ermila
Imi-N'fast	3.34	8.2	20.0	0.8506268338223526	0.8470319634703196	0.461756373937677	0.7718	Bon	691	iminfast
Houderrane	4.13	11.0	12.9	0.8084822619365164	0.7831050228310502	0.6628895184135977	0.7718	Bon	691	houderrane
Allyene	3.64	9.4	17.2	0.8346225660176048	0.819634703196347	0.5410764872521246	0.7714	Bon	693	allyene
Tazaghine	3.41	9.1	18.7	0.8468925046679114	0.8264840182648402	0.4985835694050992	0.7711	Bon	694	tazaghine
M'zem Sanhaja	3.26	8.3	20.4	0.8548946385702855	0.8447488584474886	0.4504249291784702	0.771	Bon	695	mzemsanhaja
Arbaoua	3.44	8.7	19.1	0.8452920778874367	0.8356164383561644	0.4872521246458923	0.7708	Bon	696	arbaoua
Houara Oulad Raho	3.8	9.8	16.1	0.8260869565217391	0.8105022831050228	0.5722379603399432	0.7706	Bon	697	houaraouledraho
Fraita	2.74	7.0	24.5	0.8826353694318485	0.8744292237442922	0.3342776203966004	0.7705	Bon	698	fraita
Itzer	4.5	12.0	10.2	0.7887436649773273	0.7602739726027397	0.7393767705382437	0.7703	Bon	699	itzer
Ksar El Majaz	3.78	9.6	16.5	0.8271539077087223	0.8150684931506849	0.5609065155807365	0.7703	Bon	699	ksarelmajaz
Taghzirt	4.51	11.4	11.0	0.7882101893838357	0.773972602739726	0.71671388101983	0.7696	Bon	701	taghzirt
Ait Boudaoud	3.98	10.5	14.6	0.8164843958388903	0.7945205479452054	0.6147308781869688	0.7695	Bon	702	aitboudaoud
Tighassaline	4.2	11.4	12.5	0.8047479327820752	0.773972602739726	0.6742209631728044	0.7694	Bon	703	tighassaline
Tioughza	3.43	8.9	19.2	0.8458255534809282	0.8310502283105022	0.4844192634560906	0.7691	Bon	704	tioughza
Aousserd	2.41	6.7	26.7	0.9002400640170712	0.8812785388127854	0.2719546742209631	0.7689	Bon	705	aousserd
Maaziz	4.5	11.9	10.7	0.7887436649773273	0.7625570776255708	0.725212464589235	0.7682	Bon	706	maaziz
Bouguargouh	3.9	10.2	15.6	0.8207522005868232	0.8013698630136986	0.5864022662889519	0.7681	Bon	707	bouguargouh
Oulad Fares El Halla	3.63	9.2	18.1	0.8351560416110964	0.8242009132420092	0.5155807365439093	0.768	Bon	708	ouledfareselhalla
Bni Hassane	4.26	11.3	12.7	0.8015470792211257	0.776255707762557	0.6685552407932012	0.7674	Bon	709	bnihassane
Guigou	4.52	11.9	10.8	0.7876767137903441	0.7625570776255708	0.7223796033994334	0.7671	Bon	710	guigou
Sour El Aaz	3.57	9.1	18.7	0.8383568951720459	0.8264840182648402	0.4985835694050992	0.7668	Bon	711	sourelaaz
M'haya	4.3	11.2	12.8	0.7994131768471593	0.7785388127853882	0.6657223796033993	0.7664	Bon	712	mhaya
Abteh	3.8	9.3	17.6	0.8260869565217391	0.821917808219178	0.5297450424929178	0.7656	Bon	713	abteh
Skoura M'daz	4.21	11.0	13.8	0.8042144571885836	0.7831050228310502	0.6373937677053824	0.7645	Bon	714	skouramdaz
Chbanate	3.75	9.6	17.8	0.8287543344891971	0.8150684931506849	0.5240793201133144	0.7637	Bon	715	chbanate
Haouzia	3.74	9.6	17.9	0.8292878100826887	0.8150684931506849	0.5212464589235127	0.7634	Bon	716	haouzia
Souk Tlet El Gharb	3.77	10.1	17.2	0.8276873833022139	0.8036529680365296	0.5410764872521246	0.7632	Bon	717	souktletelgharb
Tadighoust	4.25	10.6	14.4	0.8020805548146173	0.7922374429223744	0.6203966005665722	0.7628	Bon	718	tadighoust
Gleibat El Foula	4.17	12.5	12.5	0.80634835956255	0.7488584474885844	0.6742209631728044	0.7627	Bon	719	gleibatelfoula
Ouled Cebbah	3.5	9.0	19.9	0.8420912243264871	0.8287671232876712	0.4645892351274787	0.7626	Bon	720	ouledcebbah
Oulad Si Bouhya	4.44	12.4	11.4	0.7919445185382769	0.7511415525114156	0.7053824362606231	0.7624	Bon	721	ouledsibouhya
Ait Hadi	3.27	8.3	21.9	0.8543611629767938	0.8447488584474886	0.4079320113314447	0.7622	Bon	722	aithadi
Ain Blal	3.04	7.9	23.5	0.8666311016271006	0.8538812785388128	0.3626062322946175	0.762	Bon	723	ainblal
Had Dra	3.52	9.2	19.7	0.8410242731395039	0.8242009132420092	0.4702549575070821	0.7618	Bon	724	haddra
Bni Sidel Louta	3.87	10.2	17.1	0.822352627367298	0.8013698630136986	0.5439093484419263	0.7604	Bon	725	bnisidellouta
Belyounech	3.09	7.9	23.7	0.8639637236596426	0.8538812785388128	0.3569405099150141	0.7595	Bon	726	belyounech
Fezouane	4.65	11.8	11.7	0.7807415310749533	0.7648401826484018	0.6968838526912181	0.7592	Bon	727	fezouane
Zouada	3.34	8.5	21.9	0.8506268338223526	0.8401826484018264	0.4079320113314447	0.759	Bon	728	zouada
Tangarfa	3.73	10.1	18.2	0.8298212856761803	0.8036529680365296	0.5127478753541077	0.7586	Bon	729	tangarfa
Sidi Ahmed Laaroussi	3.53	9.3	20.1	0.8404907975460123	0.821917808219178	0.4589235127478752	0.7586	Bon	729	sidiahmedlaaroussi
Jouamaa	4.32	11.0	14.5	0.7983462256601761	0.7831050228310502	0.6175637393767706	0.7576	Bon	731	jouamaa
Oulad Boughadi	4.11	10.3	16.4	0.8095492131234996	0.7990867579908676	0.5637393767705383	0.7572	Bon	732	ouledboughadi
Ayir	3.8	9.8	18.5	0.8260869565217391	0.8105022831050228	0.5042492917847026	0.757	Bon	733	ayir
Sidi Smail	4.36	11.3	14.1	0.7962123232862096	0.776255707762557	0.6288951841359773	0.7568	Bon	734	sidismail
Bouguedra	4.0	9.8	17.7	0.8154174446519071	0.8105022831050228	0.5269121813031161	0.7562	Bon	735	bouguedra
Taouzint	3.56	9.4	20.3	0.8388903707655375	0.819634703196347	0.4532577903682718	0.756	Bon	736	taouzint
Ksabi-Moulouya	4.02	9.8	17.7	0.814350493464924	0.8105022831050228	0.5269121813031161	0.7557	Bon	737	ksabimoulouya
Sidi Bouzid Arragragui	3.64	9.1	20.4	0.8346225660176048	0.8264840182648402	0.4504249291784702	0.7553	Bon	738	sidibouzidarragragui
Nouirate	3.61	9.5	20.1	0.8362229927980795	0.817351598173516	0.4589235127478752	0.7551	Bon	739	nouirate
Moulay Bouzarqtoune	3.56	8.9	21.1	0.8388903707655375	0.8310502283105022	0.4305949008498583	0.7549	Bon	740	moulaybouzarqtoune
Sidi Aayad	3.3	8.9	22.4	0.852760736196319	0.8310502283105022	0.3937677053824362	0.7544	Bon	741	sidiaayad
Tabant	4.19	10.4	16.4	0.8052814083755668	0.7968036529680365	0.5637393767705383	0.7544	Bon	741	tabant
Laamria	4.15	10.9	16.0	0.8074153107495332	0.7853881278538812	0.5750708215297451	0.7543	Bon	743	laamria
Ait Taguella	4.35	11.5	14.4	0.7967457988797013	0.771689497716895	0.6203966005665722	0.754	Bon	744	aittaguella
Oulad Msabbel	3.54	9.3	20.9	0.8399573219525207	0.821917808219178	0.4362606232294618	0.7538	Bon	745	ouledmsabbel
Amgala	4.6	10.5	14.5	0.7834089090424113	0.7945205479452054	0.6175637393767706	0.7536	Bon	746	amgala
Tamezmoute	3.19	7.8	24.4	0.8586289677247266	0.8561643835616438	0.3371104815864022	0.7536	Bon	746	tamezmoute
Imi-Mqourn	4.72	12.6	11.4	0.7770072019205122	0.7465753424657534	0.7053824362606231	0.7536	Bon	746	imimqourn
Jbiel	3.71	9.4	20.1	0.8308882368631635	0.819634703196347	0.4589235127478752	0.7531	Bon	749	jbiel
Loualidia	4.89	13.1	10.1	0.767938116831155	0.7351598173515982	0.7422096317280453	0.753	Bon	750	loualidia
Melg El Ouidane	4.68	12.5	11.8	0.7791411042944786	0.7488584474885844	0.6940509915014164	0.753	Bon	750	melgelouidane
Melilia	4.11	10.5	17.0	0.8095492131234996	0.7945205479452054	0.546742209631728	0.7525	Bon	752	melilia
Sebta	4.11	10.5	17.0	0.8095492131234996	0.7945205479452054	0.546742209631728	0.7525	Bon	752	sebta
Sidi Mzal	4.57	12.3	12.7	0.7850093358228861	0.7534246575342465	0.6685552407932012	0.7522	Bon	754	sidimzal
Meknassa Al Gharbia	3.9	9.9	18.9	0.8207522005868232	0.8082191780821918	0.4929178470254958	0.7514	Bon	755	meknassaelgharbia
Tarsouat	4.09	11.3	16.4	0.8106161643104828	0.776255707762557	0.5637393767705383	0.7509	Bon	756	tarsouat
Tizgzaouine	4.46	11.8	14.2	0.7908775673512937	0.7648401826484018	0.6260623229461757	0.7501	Bon	757	tizgzaouine
Aarab Sebbah Gheris	3.5	8.8	22.4	0.8420912243264871	0.8333333333333333	0.3937677053824362	0.7498	Moyen	758	aarabsebbahgheris
Taddart	4.23	10.8	16.6	0.8031475060016005	0.7876712328767123	0.5580736543909348	0.7495	Moyen	759	taddart
Ain Leuh	4.37	11.5	15.1	0.7956788476927181	0.771689497716895	0.6005665722379603	0.7495	Moyen	759	ainleuh
Moulay Bousselham	4.35	11.5	15.2	0.7967457988797013	0.771689497716895	0.5977337110481586	0.7494	Moyen	761	moulaybousselham
Arekmane	4.92	13.1	10.6	0.7663376900506802	0.7351598173515982	0.7280453257790368	0.7493	Moyen	762	arekmane
Aday	3.98	10.0	18.8	0.8164843958388903	0.8059360730593608	0.4957507082152974	0.7492	Moyen	763	aday
Bni Rzine	3.57	8.8	22.2	0.8383568951720459	0.8333333333333333	0.3994334277620396	0.7491	Moyen	764	bnirzine
Sidi Aissa	3.83	9.6	20.0	0.8244865297412644	0.8150684931506849	0.461756373937677	0.7491	Moyen	764	sidiaissa
Temsamane	4.83	12.9	11.3	0.7711389703921046	0.7397260273972602	0.7082152974504249	0.7491	Moyen	764	temsamane
Ghmate	3.97	10.5	18.3	0.8170178714323819	0.7945205479452054	0.5099150141643058	0.7488	Moyen	767	ghmate
N'kob	4.55	10.9	15.3	0.7860762870098693	0.7853881278538812	0.5949008498583569	0.7476	Moyen	768	nkob
Mniaa	4.46	11.8	14.7	0.7908775673512937	0.7648401826484018	0.6118980169971671	0.7473	Moyen	769	mniaa
Boudinar	5.04	13.6	9.9	0.7599359829287811	0.7237442922374429	0.7478753541076487	0.7467	Moyen	770	boudinar
Oulad Yaacoub	3.34	8.7	23.9	0.8506268338223526	0.8356164383561644	0.3512747875354107	0.7463	Moyen	771	ouledyaacoub
Had Bouhssoussen	4.56	11.9	14.3	0.7855428114163777	0.7625570776255708	0.6232294617563738	0.7462	Moyen	772	hadbouhssoussen
Tafoughalt	4.7	12.1	13.4	0.7780741531074953	0.7579908675799086	0.6487252124645893	0.7462	Moyen	772	tafoughalt
Tsaft	4.48	11.8	14.9	0.7898106161643105	0.7648401826484018	0.6062322946175637	0.7456	Moyen	774	tsaft
Chahda	3.82	10.0	20.2	0.825020005334756	0.8059360730593608	0.4560906515580736	0.7455	Moyen	775	chahda
Skhour Rhamna	4.55	12.1	14.3	0.7860762870098693	0.7579908675799086	0.6232294617563738	0.7451	Moyen	776	skhourrhamna
Oulad Sghir	3.91	9.9	20.0	0.8202187249933316	0.8082191780821918	0.461756373937677	0.7449	Moyen	777	ouledsghir
Rima	3.91	10.2	19.7	0.8202187249933316	0.8013698630136986	0.4702549575070821	0.7446	Moyen	778	rima
Oulad Aamer	3.92	10.0	19.9	0.81968524939984	0.8059360730593608	0.4645892351274787	0.7445	Moyen	779	ouledaamer
Ait Harz Allah	3.92	10.1	19.9	0.81968524939984	0.8036529680365296	0.4645892351274787	0.7439	Moyen	780	aitharzallah
Amtar	4.23	10.8	17.6	0.8031475060016005	0.7876712328767123	0.5297450424929178	0.7438	Moyen	781	amtar
Ain Kansara	4.43	11.6	15.7	0.7924779941317686	0.769406392694064	0.5835694050991501	0.7438	Moyen	781	ainkansara
Ouled H'cine	4.11	10.7	18.3	0.8095492131234996	0.7899543378995434	0.5099150141643058	0.7437	Moyen	783	ouledhcine
Bouchane	3.78	9.7	21.1	0.8271539077087223	0.812785388127854	0.4305949008498583	0.7435	Moyen	784	bouchane
Lmechrek	3.34	8.7	24.4	0.8506268338223526	0.8356164383561644	0.3371104815864022	0.7434	Moyen	785	lmechrek
Lgharbia	4.21	10.7	18.1	0.8042144571885836	0.7899543378995434	0.5155807365439093	0.7422	Moyen	786	lgharbia
Riah	3.76	9.4	21.8	0.8282208588957055	0.819634703196347	0.4107648725212464	0.7422	Moyen	786	riah
Sidi Boubker	3.705	9.4	22.1	0.8311549746599093	0.819634703196347	0.4022662889518413	0.7419	Moyen	788	sidiboubker
Oualqadi	4.25	11.5	17.0	0.8020805548146173	0.771689497716895	0.546742209631728	0.7419	Moyen	788	oualqadi
Sidi El Makhfi	3.97	10.2	19.9	0.8170178714323819	0.8013698630136986	0.4645892351274787	0.7418	Moyen	790	sidielmakhfi
Ait Sebaa Lajrouf	4.57	11.9	15.1	0.7850093358228861	0.7625570776255708	0.6005665722379603	0.7414	Moyen	791	aitsebaalajrouf
Saadla	3.99	10.1	20.0	0.8159509202453987	0.8036529680365296	0.461756373937677	0.7414	Moyen	791	saadla
Ait Izdeg	4.42	11.5	16.3	0.7930114697252602	0.771689497716895	0.56657223796034	0.7413	Moyen	793	aitizdeg
Bni Khloug	4.28	11.4	17.1	0.8004801280341425	0.773972602739726	0.5439093484419263	0.7412	Moyen	794	bnikhloug
Tizguine	4.34	11.1	17.2	0.7972792744731929	0.7808219178082192	0.5410764872521246	0.7411	Moyen	795	tizguine
Oukaimden	3.77	9.2	22.2	0.8276873833022139	0.8242009132420092	0.3994334277620396	0.741	Moyen	796	oukaimden
Sidi Abed	4.78	12.2	13.9	0.7738063483595625	0.7557077625570776	0.6345609065155806	0.7405	Moyen	797	sidiabed
Aguerd	4.39	11.5	16.6	0.7946118965057349	0.771689497716895	0.5580736543909348	0.7404	Moyen	798	aguerd
Guers Tiaallaline	5.0	12.8	12.3	0.7620698853027474	0.7420091324200913	0.6798866855524079	0.7396	Moyen	799	guerstiaallaline
Taoughilt	4.33	11.3	17.3	0.7978127500666845	0.776255707762557	0.5382436260623229	0.7394	Moyen	800	taoughilt
Laghnadra	4.86	12.5	13.4	0.7695385436116298	0.7488584474885844	0.6487252124645893	0.7392	Moyen	801	laghnadra
Arbaa Ait Abdellah	3.91	10.0	20.9	0.8202187249933316	0.8059360730593608	0.4362606232294618	0.7391	Moyen	802	arbaaaitabdellah
Toualet	3.73	9.7	22.2	0.8298212856761803	0.812785388127854	0.3994334277620396	0.7386	Moyen	803	toualet
Aghbalou-N'kerdous	4.08	10.1	20.1	0.8111496399039744	0.8036529680365296	0.4589235127478752	0.7385	Moyen	804	aghbalounkerdous
Tisqi	4.01	10.4	20.2	0.8148839690584155	0.7968036529680365	0.4560906515580736	0.7377	Moyen	805	tisqi
Dar Bel Amri	5.0	12.3	13.3	0.7620698853027474	0.7534246575342465	0.6515580736543909	0.7374	Moyen	806	darbelamri
Oulad Amrane	5.07	13.6	11.4	0.7583355561483063	0.7237442922374429	0.7053824362606231	0.7374	Moyen	806	ouledamrane
Sidi Redouane	3.81	9.3	22.6	0.8255534809282475	0.821917808219178	0.3881019830028327	0.737	Moyen	808	sidiredouane
Sidi Hajjaj	4.21	10.0	19.9	0.8042144571885836	0.8059360730593608	0.4645892351274787	0.7368	Moyen	809	sidihajjaj
Ouled Ben Hammadi	3.95	10.1	21.0	0.8180848226193651	0.8036529680365296	0.43342776203966	0.7368	Moyen	809	ouledbenhammadi
Bni Said	4.82	12.1	14.5	0.7716724459855961	0.7579908675799086	0.6175637393767706	0.7367	Moyen	811	bnisaid
Sidi Abdelkrim	3.69	9.6	22.9	0.8319551880501468	0.8150684931506849	0.3796033994334278	0.7364	Moyen	812	sidiabdelkrim
Assaki	4.63	11.9	15.7	0.7818084822619366	0.7625570776255708	0.5835694050991501	0.7364	Moyen	812	assaki
Marchouch	4.38	10.3	19.2	0.7951453720992265	0.7990867579908676	0.4844192634560906	0.7342	Moyen	814	marchouch
Tanougha	5.16	12.7	12.7	0.7535342758068818	0.7442922374429224	0.6685552407932012	0.7338	Moyen	815	tanougha
Sidi Yacoub	4.51	11.5	17.2	0.7882101893838357	0.771689497716895	0.5410764872521246	0.7338	Moyen	815	sidiyacoub
Brachoua	4.43	11.4	17.7	0.7924779941317686	0.773972602739726	0.5269121813031161	0.7338	Moyen	815	brachoua
Guettaya	4.62	11.6	16.6	0.7823419578554281	0.769406392694064	0.5580736543909348	0.7336	Moyen	818	guettaya
Mellila	4.91	12.3	14.4	0.7668711656441718	0.7534246575342465	0.6203966005665722	0.7335	Moyen	819	mellila
Moulay Brahim	4.61	11.5	17.1	0.7828754334489197	0.771689497716895	0.5439093484419263	0.7317	Moyen	820	moulaybrahim
Sidi Bouabdelli	4.47	11.8	17.5	0.7903440917578021	0.7648401826484018	0.5325779036827195	0.7311	Moyen	821	sidibouabdelli
Gdana	4.17	10.6	20.5	0.80634835956255	0.7922374429223744	0.4475920679886684	0.7304	Moyen	822	gdana
Sidi Bettache	5.56	14.4	9.4	0.7321952520672179	0.7054794520547945	0.7620396600566572	0.7301	Moyen	823	sidibettache
Allougoum	3.87	9.7	23.4	0.822352627367298	0.812785388127854	0.3654390934844193	0.7281	Moyen	824	allougoum
El Kbab	5.11	13.7	12.8	0.7562016537743398	0.7214611872146119	0.6657223796033993	0.7277	Moyen	825	elkbab
Sidi H'saine Ou Ali	4.63	11.5	17.8	0.7818084822619366	0.771689497716895	0.5240793201133144	0.7272	Moyen	826	sidihsaineouali
Al Haouafate	4.36	11.2	19.5	0.7962123232862096	0.7785388127853882	0.4759206798866855	0.7269	Moyen	827	elhaouafate
Mograne	4.3	11.1	19.9	0.7994131768471593	0.7808219178082192	0.4645892351274787	0.7269	Moyen	827	mograne
Lamhara	4.66	11.7	17.5	0.7802080554814617	0.7671232876712328	0.5325779036827195	0.7268	Moyen	829	lamhara
Ouled Ghanem	4.88	12.7	15.3	0.7684715924246466	0.7442922374429224	0.5949008498583569	0.7265	Moyen	830	ouledghanem
El Faid	4.25	11.1	20.3	0.8020805548146173	0.7808219178082192	0.4532577903682718	0.7259	Moyen	831	elfaid
Sfafaa	4.59	11.7	18.0	0.7839423846359029	0.7671232876712328	0.518413597733711	0.7258	Moyen	832	sfafaa
Ait Bou Oulli	4.62	11.5	18.2	0.7823419578554281	0.771689497716895	0.5127478753541077	0.7252	Moyen	833	aitbououlli
Zaouiat Sidi Hamza	4.65	12.0	17.5	0.7807415310749533	0.7602739726027397	0.5325779036827195	0.725	Moyen	834	zaouiatsidihamza
Bouzeroual	3.06	7.3	30.7	0.8655641504401174	0.8675799086757991	0.1586402266288951	0.7248	Moyen	835	bouzeroual
Tizoughrane	4.71	12.7	16.4	0.7775406775140037	0.7442922374429224	0.5637393767705383	0.7248	Moyen	835	tizoughrane
Oulad Zbair	5.05	13.4	14.0	0.7594025073352895	0.728310502283105	0.631728045325779	0.7245	Moyen	837	ouledzbair
Zagmouzen	4.97	12.7	15.6	0.7636703120832222	0.7442922374429224	0.5864022662889519	0.7224	Moyen	838	zagmouzen
Meskala	3.77	9.7	24.9	0.8276873833022139	0.812785388127854	0.3229461756373938	0.7223	Moyen	839	meskala
Tafingoult	4.7	12.0	17.8	0.7780741531074953	0.7602739726027397	0.5240793201133144	0.7219	Moyen	840	tafingoult
Ikniouen	4.66	11.0	19.2	0.7802080554814617	0.7831050228310502	0.4844192634560906	0.7219	Moyen	840	ikniouen
Moqrissat	4.56	11.4	19.2	0.7855428114163777	0.773972602739726	0.4844192634560906	0.7218	Moyen	842	moqrissat
Bni Zoli	4.43	11.5	19.8	0.7924779941317686	0.771689497716895	0.4674220963172804	0.7212	Moyen	843	bnizoli
Touama	4.64	11.3	19.1	0.781275006668445	0.776255707762557	0.4872521246458923	0.721	Moyen	844	touama
Zaouia Annahlia	4.7	11.9	18.1	0.7780741531074953	0.7625570776255708	0.5155807365439093	0.7209	Moyen	845	zaouiaannahlia
Ketama	3.61	8.9	26.9	0.8362229927980795	0.8310502283105022	0.2662889518413597	0.7207	Moyen	846	ketama
Mayate	3.79	9.8	25.1	0.8266204321152307	0.8105022831050228	0.3172804532577903	0.7199	Moyen	847	mayate
Oulad Ouchih	4.65	12.3	18.1	0.7807415310749533	0.7534246575342465	0.5155807365439093	0.7195	Moyen	848	ouledouchih
Ida Ou Aazza	4.6	11.6	19.3	0.7834089090424113	0.769406392694064	0.4815864022662889	0.7188	Moyen	849	idaouaazza
Moha Ou Hammou Zayani	5.1	13.2	15.1	0.7567351293678315	0.7328767123287672	0.6005665722379603	0.7183	Moyen	850	mohaouhammouzayani
Sidi Moussa Lemhaya	4.28	10.8	21.9	0.8004801280341425	0.7876712328767123	0.4079320113314447	0.7181	Moyen	851	sidimoussalemhaya
Esbiaat	4.67	12.1	18.6	0.7796745798879702	0.7579908675799086	0.5014164305949007	0.7175	Moyen	852	esbiaat
Ida Ou Gougmar	4.75	12.6	17.8	0.7754067751400373	0.7465753424657534	0.5240793201133144	0.7165	Moyen	853	idaougougmar
Rfala	5.02	13.1	16.0	0.7610029341157643	0.7351598173515982	0.5750708215297451	0.7161	Moyen	854	rfala
Saniat Berguig	5.29	13.7	14.0	0.7465990930914911	0.7214611872146119	0.631728045325779	0.7161	Moyen	854	saniatberguig
Ait Ouafqa	5.05	13.6	15.4	0.7594025073352895	0.7237442922374429	0.5920679886685551	0.7152	Moyen	856	aitouafqa
Bab Taza	4.11	10.4	23.7	0.8095492131234996	0.7968036529680365	0.3569405099150141	0.7152	Moyen	856	babtaza
El Gouraani	4.92	12.5	17.5	0.7663376900506802	0.7488584474885844	0.5325779036827195	0.7143	Moyen	858	elgouraani
Sefsaf	4.52	11.6	20.5	0.7876767137903441	0.769406392694064	0.4475920679886684	0.7142	Moyen	859	sefsaf
Hiadna	3.9	10.2	25.3	0.8207522005868232	0.8013698630136986	0.3116147308781869	0.7131	Moyen	860	hiadna
Ouled Slama	4.42	11.4	21.4	0.7930114697252602	0.773972602739726	0.4220963172804532	0.7131	Moyen	860	ouledslama
Talambote	2.9	7.2	33.8	0.874099759935983	0.8698630136986301	0.0708215297450425	0.7122	Moyen	862	talambote
M'nabha	3.77	9.6	27.0	0.8276873833022139	0.8150684931506849	0.263456090651558	0.7111	Moyen	863	mnabha
Jbel Lahbib	4.76	11.7	19.8	0.7748732995465457	0.7671232876712328	0.4674220963172804	0.7111	Moyen	863	jbellahbib
Iferni	4.53	11.8	20.8	0.7871432381968525	0.7648401826484018	0.4390934844192634	0.7108	Moyen	865	iferni
