commune_norm	commune	taux_jeunesse	taux_vieillesse	INIV	nb_atm	IEDU	Indice_accessibilite_x	Indice_accessibilite_y	Indice_transport	indice_densite_routiere_x	Indice_POI_x	densite_norm	Indice_POI_y	indice_densite_routiere_y	indice_transport	Indice_accessibilite	densite
sidiameurelhadi	Sidi Ameur Al Hadi	31.1	11.6	0.6986		0.5181	2.33	2.33	0.0	4.65	0.04	0.0206059089074285	0.04	4.65	0.0	2.33	11703.0
sidiazzouz	Sidi Azzouz	29.4	12.5	0.552		0.3812	3.14	3.14	0.0	6.29	0.0	0.0255079647390417	0.0	6.29	0.0	3.14	14484.0
sidibadhaj	Sidi Badhaj	25.9	17.3	0.8074		0.6414	2.48	2.48	1.92	3.73	0.18	0.010262412460141	0.18	3.73	1.92	2.48	5835.0
sidibelyout	Sidi Belyout	15.3	23.5	0.9725	16.0	0.8073	64.62	64.62	29.33	100.0	29.09	0.2403946322400509	29.09	100.0	29.33	64.62	136392.0
sidibennour	Sidi Bennour	26.2	12.9	0.9308	1.0	0.7428	12.01	12.01	0.0	23.28	1.84	0.0988924984973022	1.84	23.28	0.0	12.01	56116.0
sidibernoussi	Sidi Bernoussi	20.9	17.4	0.9881	2.0	0.8455	37.42	37.42	20.91	60.29	5.03	0.2707641108171327	5.03	60.29	20.91	37.42	153621.0
sidibettache	Sidi Bettache	28.6	12.1	0.7301		0.5785	0.87	0.87	0.0	1.69	0.11	0.0133594682300599	0.11	1.69	0.0	0.87	7592.0
sidibibi	Sidi Bibi	30.2	8.2	0.9466		0.6954	4.48	4.48	8.89	3.35	0.7	0.1272613178263145	0.7	3.35	8.89	4.48	72210.0
sidiboaal	Sidi Boaal	17.1	31.1	0.6037		0.3924	2.11	2.11	0.0	4.17	0.15	0.0038197608727457	0.15	4.17	0.0	2.11	2180.0
sidiborja	Sidi Borja	27.3	13.1	0.8677		0.6292	2.42	2.42	0.0	4.73	0.29	0.0189013824819808	0.29	4.73	0.0	2.42	10736.0
sidibouabdelli	Sidi Bouabdelli	23.8	22.1	0.7311		0.4945	3.56	3.56	0.0	7.1	0.04	0.008097822542406	0.04	7.1	0.0	3.56	4607.0
sidiboubker	Sidi Boubker	55.7	33.8	0.7419		0.6022	5.4399999999999995	5.4399999999999995	0.0	10.76	0.3	0.014194985836742599	0.3	10.76	0.0	5.4399999999999995	8079.0
sidiboubkerelhaj	Sidi Boubker El Haj	34.6	8.7	0.6256		0.2673	1.48	1.48	0.0	2.97	0.0	0.0380689319652466	0.0	2.97	0.0	1.48	21610.0
sidibouhria	Sidi Bouhria	25.1	20.9	0.6455		0.3001	2.52	2.52	0.0	5.01	0.07	0.0071494924318674	0.07	5.01	0.0	2.52	4069.0
sidibouknadel	Sidi Bouknadel	27.8	10.5	0.93		0.754	16.65	16.65	8.89	27.65	0.77	0.0752529908533737	0.77	27.65	8.89	16.65	42705.0
sidiboulaalam	Sidi Boulaalam	32.3	15.3	0.4582		0.4145	1.76	1.76	0.0	3.5	0.04	0.0135163481182345	0.04	3.5	0.0	1.76	7681.0
sidiboulenouar	Sidi Boulenouar	28.1	15.2	0.6149		0.3956	1.26	1.26	0.0	2.49	0.07	0.0063227883020484	0.07	2.49	0.0	1.26	3600.0
sidiboulkhalf	Sidi Boulkhalf	34.2	10.1	0.5283		0.325	1.61	1.61	0.0	3.17	0.11	0.0285680039061329	0.11	3.17	0.0	1.61	16220.0
sidiboumehdi	Sidi Boumehdi	29.6	15.1	0.8176		0.4957	3.76	3.76	0.0	7.52	0.0	0.00729227075706	0.0	7.52	0.0	3.76	4150.0
sidiboumoussa	Sidi Boumoussa	28.0	11.3	0.9311		0.7015	6.02	6.02	4.81	9.14	0.04	0.0407658558855517	0.04	9.14	4.81	6.02	23140.0
sidibouothmane	Sidi Bou Othmane	28.5	10.5	0.9741		0.7618	4.68	4.68	3.61	7.08	0.29	0.0219790486027995	0.29	7.08	3.61	4.68	12482.0
sidibousber	Sidi Bousber	26.5	17.6	0.5554		0.471	3.81	3.81	0.0	7.6	0.04	0.0170241119100038	0.04	7.6	0.0	3.81	9671.0
sidiboushab	Sidi Boushab	23.4	19.4	0.7871		0.4444	2.9	2.9	0.0	5.81	0.0	0.0146691508920119	0.0	5.81	0.0	2.9	8335.0
sidiboutayeb	Sidi Boutayeb	28.9	14.4	0.7055		0.5328	0.93	0.93	0.0	1.79	0.18	0.0174912261837821	0.18	1.79	0.0	0.93	9936.0
sidiboutmim	Sidi Boutmim	28.8	13.1	0.6374		0.5157	1.24	1.24	0.0	2.42	0.15	0.0148894878136055	0.15	2.42	0.0	1.24	8460.0
sidibouzidarragragui	Sidi Bouzid Arragragui	28.0	14.9	0.7553		0.6123	1.07	1.07	0.0	2.14	0.0	0.0151750444639907	0.0	2.14	0.0	1.07	8622.0
sidibouzineb	Sidi Bouzineb	32.6	12.2	0.4188		0.5321	2.37	2.37	0.0	4.73	0.0	0.0048350734074487	0.0	4.73	0.0	2.37	2756.0
sidichiker	Sidi Chiker	35.1	10.0	0.45		0.4243	1.76	1.76	0.0	3.53	0.0	0.0357421740732188	0.0	3.53	0.0	1.76	20290.0
sididahbi	Sidi Dahbi	29.2	13.8	0.9095		0.6513	4.37	4.37	0.0	8.73	0.04	0.0157919878444527	0.04	8.73	0.0	4.37	8972.0
sididahmane	Sidi Dahmane	29.0	10.4	0.9107		0.7142	1.92	1.92	0.0	3.7	0.33	0.0262024667159046	0.33	3.7	0.0	1.92	14878.0
sididaoud	Sidi Daoud	32.0	10.9	0.4572		0.206	5.04	5.04	0.0	10.06	0.07	0.023047241998685	0.07	10.06	0.0	5.04	13088.0
sidielabed	Sidi El Abed	31.2	13.2	0.4458		0.2903	2.49	2.49	0.0	4.97	0.04	0.019789780949846	0.04	4.97	0.0	2.49	11240.0
sidielaidi	Sidi El Aidi	28.6	14.0	0.8916		0.5783	3.41	3.41	0.24	6.63	0.11	0.0249421395243895	0.11	6.63	0.24	3.41	14163.0
sidielghandour							1.25	1.25	0.0	2.49	0.04		0.04	2.49	0.0	1.25	
sidielhattab	Sidi El Hattab	34.3	11.7	0.8237		0.471	1.64	1.64	0.0	3.26	0.04	0.0169659429627031	0.04	3.26	0.0	1.64	9638.0
sidieljazouli	Sidi El Jazouli	29.1	20.7	0.5907		0.2813	3.48	3.48	0.0	6.95	0.0	0.0097670950603987	0.0	6.95	0.0	3.48	5554.0
sidielkamel	Sidi Al Kamel	31.5	10.5	0.8263		0.4907	3.59	3.59	0.0	7.17	0.04	0.059936930759563	0.04	7.17	0.0	3.59	34016.0
sidielmakhfi	Sidi El Makhfi	26.2	14.1	0.7418	1.0	0.5181	2.01	2.01	0.0	3.96	0.15	0.0289575595835103	0.15	3.96	0.0	2.01	16441.0
sidielmekki	Sidi El Mekki	27.9	13.5	0.9004		0.5706	3.7	3.7	0.24	7.2	0.15	0.0166750982261996	0.15	7.2	0.24	3.7	9473.0
sidielrhandour	Sidi El Rhandour	25.0	18.4	0.7867		0.5908						0.0134511283894428	0.0	0.0	0.0		7644.0
sidiettiji	Sidi Ettiji	31.4	13.0	0.5934		0.4275	2.21	2.21	0.0	4.41	0.04	0.0302901572853081	0.04	4.41	0.0	2.21	17197.0
sidighanem	Sidi Ghanem	58.7	32.1	0.4929		0.3612	2.7800000000000002	2.7800000000000002	0.0	5.54	0.08	0.0288341709074178	0.08	5.54	0.0	2.7800000000000002	16384.0
sidighaneme	Sidi Ghaneme	31.2	17.7	0.5796		0.392	5.11	5.11	0.0	10.2	0.04	0.0071160012197851	0.04	10.2	0.0	5.11	4050.0
sidihajjaj	Sidi Hajjaj	31.9	12.1	0.7368		0.5086	5.72	5.72	0.0	11.43	0.04	0.0393856654086897	0.04	11.43	0.0	5.72	22357.0
sidihajjajouedhassar	Sidi Hajjaj Oued Hassar	32.3	8.1	0.9538		0.8031	7.69	7.69	6.01	11.59	0.44	0.1334113619818336	0.44	11.59	6.01	7.69	75699.0
sidihajmhamed	Sidi Haj M'hamed	29.4	12.9	0.3314		0.4701	1.77	1.77	0.0	3.54	0.0	0.0138671244974114	0.0	3.54	0.0	1.77	7880.0
sidihammadi	Sidi Hammadi	26.7	17.2	0.9339		0.7688	3.38	3.38	1.92	5.61	0.0	0.0228392439447007	0.0	5.61	1.92	3.38	12970.0
sidiharazem	Sidi Harazem	26.8	13.4	0.8669		0.6623	4.79	4.79	0.24	9.32	0.29	0.0100914310089844	0.29	9.32	0.24	4.79	5738.0
sidihcine	Sidi Hcine	25.3	15.0	0.1747		0.4679	0.74	0.74	0.0	1.47	0.0	0.0044014503457526	0.0	1.47	0.0	0.74	2510.0
sidihmadouhamed	Sidi H'mad Ou Hamed	25.0	22.5	0.617		0.3644	1.75	1.75	0.0	3.48	0.04	0.0062311281426655	0.04	3.48	0.0	1.75	3548.0
sidihmadoumbarek	Sidi Hmad Ou M'barek	25.5	19.3	0.6363		0.4138	0.77	0.77	0.0	1.54	0.0	0.0083075832917631	0.0	1.54	0.0	0.77	4726.0
sidihsaine	Sidi Hsaine	26.3	18.9	0.8279		0.5717	1.52	1.52	0.0	2.84	0.51	0.0117977201298048	0.51	2.84	0.0	1.52	6706.0
sidihsaineouali	Sidi H'saine Ou Ali	22.6	22.1	0.7272		0.5648	3.71	3.71	0.0	7.42	0.0	0.008371040325182	0.0	7.42	0.0	3.71	4762.0
sidiifni	Sidi Ifni	23.6	15.7	0.9684	1.0	0.7696	11.67	11.67	0.72	21.86	2.61	0.0393363099382527	2.61	21.86	0.72	11.67	22329.0
sidiishaq	Sidi Ishaq	31.4	13.6	0.6624		0.4664	1.48	1.48	0.24	2.74	0.18	0.0177009869331392	0.18	2.74	0.24	1.48	10055.0
sidijaber	Sidi Jaber	25.8	16.9	0.8975		0.7031	3.43	3.43	0.0	6.78	0.18	0.0315310948277229	0.18	6.78	0.0	3.43	17901.0
sidikacem	Sidi Kacem	23.2	17.7	0.9607		0.7828	10.95	10.95	0.48	19.85	4.41	0.1319871041206529	4.41	19.85	0.48	10.95	74891.0
sidikaouki	Sidi Kaouki	24.6	19.3	0.8356		0.4905	3.5	3.5	0.96	5.74	1.73	0.0085737502930481	1.73	5.74	0.96	3.5	4877.0
sidilaaroussi	Sidi Laaroussi	30.3	16.1	0.2807		0.322	1.52	1.52	0.0	3.05	0.0	0.018668706692778	0.0	3.05	0.0	1.52	10604.0
sidilahsen	Sidi Lahsen	29.7	14.4	0.2672		0.2148	1.85	1.85	0.0	3.7	0.0	0.0119211088058972	0.0	3.7	0.0	1.85	6776.0
sidilamine	Sidi Lamine	26.9	14.7	0.6905		0.4148	1.29	1.29	0.0	2.55	0.07	0.0290633213058752	0.07	2.55	0.0	1.29	16501.0
sidilyamani	Sidi Lyamani	31.0	13.1	0.8518		0.6538	4.64	4.64	7.93	4.38	0.33	0.0186880963418782	0.33	4.38	7.93	4.64	10615.0
sidimansour	Sidi Mansour	29.8	15.7	0.6006		0.4115	0.64	0.64	0.0	1.29	0.0	0.008378091106673	0.0	1.29	0.0	0.64	4766.0
sidimbark	Sidi M'bark	26.0	20.7	0.5683		0.4795	4.06	4.06	0.0	8.11	0.04	0.0085896145514028	0.04	8.11	0.0	4.06	4886.0
sidimhamedakhdim	Sidi M'hamed Akhdim	31.1	13.9	0.5714		0.2752	3.8	3.8	0.0	7.59	0.0	0.0194337164845508	0.0	7.59	0.0	3.8	11038.0
sidimhamedbenlahcen	Sidi M'hamed Ben Lahcen	33.7	12.8	0.3678		0.4043	3.3	3.3	0.0	6.53	0.18	0.0299076523894217	0.18	6.53	0.0	3.3	16980.0
sidimhamedchelh	Sidi M'hamed Chelh	30.9	12.7	0.625		0.5196	2.19	2.19	0.0	4.39	0.0	0.014038105948568	0.0	4.39	0.0	2.19	7977.0
sidimhameddalil	Sidi M'hamed Dalil	29.5	13.4	0.5834		0.4628	1.49	1.49	0.0	2.87	0.26	0.0098569925244089	0.26	2.87	0.0	1.49	5605.0
sidimhamedoumarzouq	Sidi M'hamed Ou Marzouq	30.1	16.7	0.2238		0.2417	1.38	1.38	0.0	2.75	0.0	0.0075672512352087	0.0	2.75	0.0	1.38	4306.0
sidimohamedbenmansour	Sidi Mohamed Benmansour	34.3	8.3	0.6613		0.3882	6.73	6.73	0.0	13.44	0.07	0.0435121352762936	0.07	13.44	0.0	6.73	24698.0
sidimohamedlahmar	Sidi Mohamed Lahmar	34.2	8.5	0.6427		0.3151	4.42	4.42	0.0	8.84	0.0	0.092834114501166	0.0	8.84	0.0	4.42	52679.0
sidimohammedbenrahal	Sidi Mohammed Ben Rahal	29.4	14.0	0.692		0.5088	4.24	4.24	0.48	8.18	0.04	0.0185047760231124	0.04	8.18	0.48	4.24	10511.0
sidimokhfi	Sidi Mokhfi	29.3	13.3	0.425		0.3667	0.44	0.44	0.0	0.87	0.0	0.0138953276233754	0.0	0.87	0.0	0.44	7896.0
sidimoumen	Sidi Moumen	25.7	12.2	0.9846	1.0	0.8406	27.11	27.11	29.57	34.59	4.7	0.9714302333984944	4.7	34.59	29.57	27.11	551118.0
sidimoussa	Sidi Moussa	32.2	13.3	0.8607		0.4854	0.9	0.9	0.0	1.79	0.04	0.015102773953708	0.04	1.79	0.0	0.9	8581.0
sidimoussabenali	Sidi Moussa Ben Ali	26.9	13.7	0.9003		0.7579	4.62	4.62	2.64	7.63	0.07	0.0228427693354462	0.07	7.63	2.64	4.62	12972.0
sidimoussaelmajdoub	Sidi Moussa El Majdoub	29.3	10.5	0.932		0.7691						0.0533056707672836	0.26	4.69	3.85		30254.0
sidimoussalemhaya	Sidi Moussa Lemhaya	29.3	14.3	0.7181		0.5581	2.99	2.99	0.0	5.97	0.04	0.0079797219524319	0.04	5.97	0.0	2.99	4540.0
sidimoussalhamri	Sidi Moussa Lhamri	29.5	10.8	0.837		0.5878	1.05	1.05	0.0	2.08	0.04	0.0311080479382633	0.04	2.08	0.0	1.05	17661.0
sidimoussamajdoub							3.55	3.55	3.85	4.69	0.26					3.55	
sidimzal	Sidi Mzal	16.3	31.5	0.7522		0.3374	2.55	2.55	0.0	4.88	0.55	0.0023866895347013	0.55	4.88	0.0	2.55	1367.0
sidiothmane	Sidi Othmane	22.9	15.8	0.9702		0.8099	34.52	34.52	17.79	57.07	3.23	0.3734816582732989	3.23	57.07	17.79	34.52	211894.0
sidiouaaziz	Sidi Ouaaziz	27.7	15.0	0.7073		0.4016	3.39	3.39	0.0	6.74	0.11	0.0161850689125756	0.11	6.74	0.0	3.39	9195.0
sidiouassay	Sidi Ouassay	22.8	15.9	0.958		0.7496	3.46	3.46	4.81	3.87	0.4	0.0174965142699003	0.4	3.87	4.81	3.46	9939.0
sidirahal	Sidi Rahal	25.6	15.2	0.963		0.7093	5.8	5.8	5.77	7.98	0.37	0.0180588140938071	0.37	7.98	5.77	5.8	10258.0
sidirahalchatai	Sidi Rahal Chatai	27.6	12.4	0.9209		0.795	16.36	16.36	0.0	32.52	0.48	0.0606631612531353	0.48	32.52	0.0	16.36	34428.0
sidiredouane	Sidi Redouane	26.7	17.4	0.737		0.6292	2.73	2.73	0.0	5.43	0.07	0.0315346202184684	0.07	5.43	0.0	2.73	17903.0
sidislimane	Sidi Slimane	25.0	15.4	0.9177	2.0	0.754	8.17	8.17	0.24	15.03	2.94	0.167489551623178	2.94	15.03	0.24	8.17	95032.0
sidislimaneechcharaa	Sidi Slimane Echcharaa	24.5	16.4	0.9248		0.7171	15.78	15.78	0.0	31.29	0.66	0.0530870965410628	0.66	31.29	0.0	15.78	30130.0
sidislimanemoulelkifane	Sidi Slimane Moul Al Kifane	26.5	13.2	0.8788		0.6897	11.02	11.02	2.4	20.49	0.29	0.0356628527814451	0.29	20.49	2.4	11.02	20245.0
sidismail	Sidi Smail	30.8	12.2	0.7568		0.5407	3.44	3.44	0.24	6.64	0.26	0.0576013593906714	0.26	6.64	0.24	3.44	32691.0
siditaibi	Sidi Taibi	29.4	8.8	0.9159		0.7055	5.78	5.78	6.01	7.74	0.51	0.1343420651386448	0.51	7.74	6.01	5.78	76227.0
sidiyacoub	Sidi Yacoub	31.2	11.6	0.7338		0.4272	1.69	1.69	0.0	3.37	0.04	0.0332356212531706	0.04	3.37	0.0	1.69	18868.0
sidiyahiabnizeroual	Sidi Yahia Bni Zeroual	27.9	14.3	0.5305		0.4707						0.0251519002737465	0.04	9.41	0.0		14282.0
sidiyahiaelgharb	Sidi Yahia El Gharb	28.6	12.5	0.8868		0.7226						0.0690765062672634	0.62	19.57	0.48		39201.0
sidiyahiaouyoussef	Sidi Yahia Ou Youssef	32.8	12.3	0.3431		0.2109						0.0085666995115571	0.0	1.32	0.0		4873.0
sidiyahyabnizeroual							4.71	4.71	0.0	9.41	0.04					4.71	
sidiyahyaelgharb							10.05	10.05	0.48	19.57	0.62					10.05	
sidiyahyaousaad	Sidi Yahya Ou Saad	26.2	14.0	0.6403		0.517	2.29	2.29	0.0	4.54	0.11	0.0121590726812183	0.11	4.54	0.0	2.29	6911.0
sidiyahyaouyoussef							0.66	0.66	0.0	1.32	0.0					0.66	
sidiyahyazaer	Sidi Yahya Zaer	29.2	8.1	0.9852		0.8154	5.62	5.62	9.86	4.8	1.32	0.1983913642028298	1.32	4.8	9.86	5.62	112563.0
sidiyoussefbenahmed	Sidi Youssef Ben Ahmed	28.7	14.6	0.8416		0.6081	1.91	1.91	0.0	3.77	0.11	0.0242106209446989	0.11	3.77	0.0	1.91	13748.0
sidiyoussefbenali	Sidi Youssef Ben Ali	22.9	16.1	0.972		0.7686	9.24	9.24	6.49	13.73	2.13	0.1902688639252053	2.13	13.73	6.49	9.24	107955.0
sidlmokhtar	Sid L'mokhtar	30.1	12.3	0.8287		0.5259	1.34	1.34	0.0	2.31	0.92	0.0476438932300158	0.92	2.31	0.0	1.34	27042.0
sidzouine	Sid Zouine	28.4	12.3	0.8529		0.6489	6.86	6.86	1.68	12.48	0.59	0.0301685313045884	0.59	12.48	1.68	6.86	17128.0
sihsaienbenabderrahmane	Si Hsaien Ben Abderrahmane	26.9	18.5	0.7924		0.5653	3.45	3.45	0.0	6.9	0.0	0.010577934931863	0.0	6.9	0.0	3.45	6014.0
siroua	Siroua	25.9	18.0	0.8012		0.4719	0.98	0.98	0.0	1.86	0.26	0.0151080620398263	0.26	1.86	0.0	0.98	8584.0
skhirate	Skhirate	26.4	11.4	0.9651	1.0	0.7451	13.94	13.94	10.82	19.84	3.89	0.2151440210254304	3.89	19.84	10.82	13.94	122067.0
skhourrehamna							3.98	3.98	0.24	7.62	0.48					3.98	
skhourrhamna	Skhour Rhamna	28.3	13.1	0.7451		0.6027						0.0273993368740007	0.48	7.62	0.24		15557.0
skouraahleloust	Skoura Ahl El Oust	29.1	14.0	0.8249	1.0	0.6091	1.62	1.62	0.72	2.02	1.98	0.0423751967608709	1.98	2.02	0.72	1.62	24053.0
skouralhadra	Skoura Lhadra	33.1	12.6	0.5288		0.3308	1.58	1.58	0.0	3.15	0.0	0.0138618364112932	0.0	3.15	0.0	1.58	7877.0
skouramdaz	Skoura M'daz	23.2	19.8	0.7645		0.5588	1.98	1.98	0.0	3.87	0.22	0.0146021684678475	0.22	3.87	0.0	1.98	8297.0
smia	Smia	24.6	17.9	0.6778		0.546	1.95	1.95	0.0	3.87	0.07	0.012994590287901	0.07	3.87	0.0	1.95	7385.0
smimou	Smimou	27.7	13.6	0.816		0.4994	5.5	5.5	0.0	10.93	0.18	0.0156351079562781	0.18	10.93	0.0	5.5	8883.0
souaken	Souaken	32.1	11.5	0.6381		0.4027	2.88	2.88	0.48	5.47	0.0	0.0221553181400743	0.0	5.47	0.48	2.88	12582.0
soualemtrifiya	Soualem Trifiya	30.7	9.6	0.8916		0.7067	5.44	5.44	0.0	10.8	0.22	0.0797637283122368	0.22	10.8	0.0	5.44	45264.0
souani	Souani	20.3	17.5	0.9892		0.8101						0.1951480047169728	0.0	0.0	0.0		110723.0
souihla	Souihla	29.4	10.8	0.8676		0.7153	2.37	2.37	2.88	2.9	0.29	0.0572646845744765	0.29	2.9	2.88	2.37	32500.0
souissi	Souissi	15.0	28.8	1.0		0.7453	15.01	15.01	11.54	20.81	5.73	0.0359202063058664	5.73	20.81	11.54	15.01	20391.0
soukelarbaa	Souk El Arbaa	26.7	13.3	0.9402		0.6348	7.99	7.99	0.96	14.87	1.32	0.1216665227132112	1.32	14.87	0.96	7.99	69036.0
soukkdim	Souk Kdim	28.5	12.1	0.6957		0.5453	2.24	2.24	4.81	1.54	0.15	0.0153107720076924	0.15	1.54	4.81	2.24	8699.0
souklakhmisdades	Souk Lakhmis Dades	29.8	15.1	0.9098		0.6889	0.68	0.68	0.0	1.21	0.4	0.0284516660115315	0.4	1.21	0.0	0.68	16154.0
souklqolla	Souk L'qolla	26.3	12.1	0.4487		0.3538	1.38	1.38	0.0	2.77	0.0	0.0239321150758047	0.0	2.77	0.0	1.38	13590.0
souksebtoulednemma	Souk Sebt Ouled Nemma	27.0	13.7	0.9264		0.6888	12.35	12.35	0.48	24.12	0.73	0.1060402282337968	0.73	24.12	0.48	12.35	60171.0
souktletelgharb	Souk Tlet El Gharb	30.4	12.5	0.7632		0.4934	3.92	3.92	0.0	7.83	0.04	0.0426166860269375	0.04	7.83	0.0	3.92	24190.0
souktolba	Souk Tolba	31.0	11.9	0.5893		0.1765	1.7	1.7	0.0	3.39	0.0	0.0226347712814619	0.0	3.39	0.0	1.7	12854.0
sourelaaz	Sour El Aaz	30.4	15.8	0.7668		0.5941	1.61	1.61	0.0	3.22	0.0	0.0065960060848244	0.0	3.22	0.0	1.61	3755.0
steha	Steha	30.5	10.9	0.6786		0.4871	0.81	0.81	0.0	1.58	0.11	0.0191834137416205	0.11	1.58	0.0	0.81	10896.0
stifadma	Sti Fadma	31.0	11.6	0.6308		0.4465	3.07	3.07	0.48	5.41	1.1	0.0425514662981458	1.1	5.41	0.48	3.07	24153.0
tabant	Tabant	30.0	10.9	0.7544		0.5116	3.26	3.26	0.24	5.94	1.07	0.0288447470796544	1.07	5.94	0.24	3.26	16377.0
tabaroucht	Tabaroucht	34.2	11.9	0.0839		0.4252	0.02	0.02	0.0	0.04	0.0	0.0068110549202997	0.0	0.04	0.0	0.02	3877.0
tabia	Tabia	43.1	54.6	0.1619		0.3069	3.2	3.2	0.0	6.3500000000000005	0.14	0.014351865724917201	0.14	6.3500000000000005	0.0	3.2	8168.0
tabouda	Tabouda	28.7	14.3	0.3451		0.4731	4.05	4.05	0.0	8.08	0.04	0.0240114363675783	0.04	8.08	0.0	4.05	13635.0
tabriquet	Tabriquet	21.6	16.0	0.9835	11.0	0.8149	45.94	45.94	23.32	75.6	5.73	0.4178204976794115	5.73	75.6	23.32	45.94	237048.0
tachraft	Tachraft	25.2	17.7	0.7852		0.5244	1.9	1.9	0.0	3.76	0.11	0.0054097120989647	0.11	3.76	0.0	1.9	3082.0
taddart	Taddart	28.8	12.9	0.7495		0.4918	2.01	2.01	0.48	3.58	0.37	0.0465175308868296	0.37	3.58	0.48	2.01	26403.0
tadighoust	Tadighoust	27.3	20.0	0.7628		0.5995	0.56	0.56	0.0	1.01	0.26	0.0105814603226085	0.26	1.01	0.0	0.56	6016.0
tadrart	Tadrart	21.6	27.6	0.3826		0.3338	1.64	1.64	0.0	3.27	0.0	0.0050659865012788	0.0	3.27	0.0	1.64	2887.0
tafajight	Tafajight	29.4	17.5	0.1694		0.2891	1.01	1.01	0.0	2.02	0.0	0.0024395703958837	0.0	2.02	0.0	1.01	1397.0
tafedna	Tafedna	28.2	15.5	0.6332		0.4745	3.65	3.65	0.0	7.11	0.48	0.0087887991285234	0.48	7.11	0.0	3.65	4999.0
tafersit	Tafersit	22.4	20.6	0.8256		0.6278	4.62	4.62	0.24	8.69	0.99	0.0144206108444544	0.99	8.69	0.24	4.62	8194.0
tafetachte	Tafetachte	29.8	13.4	0.6528		0.4862	3.04	3.04	0.0	6.03	0.15	0.0129187943868728	0.15	6.03	0.0	3.04	7342.0
tafingoult	Tafingoult	24.5	16.7	0.7219		0.564	1.38	1.38	0.0	2.69	0.15	0.0099698050282648	0.15	2.69	0.0	1.38	5669.0
tafoughalt	Tafoughalt	22.7	19.9	0.7462		0.6688	5.28	5.28	0.0	10.23	0.84	0.0041405714305859	0.84	10.23	0.0	5.28	2362.0
tafrant	Tafrant	27.5	15.0	0.446		0.526	2.58	2.58	0.0	5.15	0.04	0.0232728670063968	0.04	5.15	0.0	2.58	13216.0
tafraout	Tafraout	23.4	15.0	0.9898	3.0	0.761	7.38	7.38	0.48	13.39	2.72	0.0107524417737651	2.72	13.39	0.48	7.38	6113.0
tafraoutelmouloud	Tafraout El Mouloud	14.5	35.1	0.5522		0.1828	2.65	2.65	0.0	5.29	0.04	0.003453120235214	0.04	5.29	0.0	2.65	1972.0
tafraouten	Tafraouten	25.8	18.2	0.5736		0.453	0.66	0.66	0.0	1.24	0.18	0.0116179252017845	0.18	1.24	0.0	0.66	6604.0
taftechna	Taftechna	34.5	12.1	0.611		0.6385	0.4	0.4	0.0	0.78	0.07	0.0081930080925344	0.07	0.78	0.0	0.4	4661.0
tagante	Tagante	27.4	15.3	0.9019		0.6084	2.61	2.61	0.0	5.19	0.07	0.0069943752390655	0.07	5.19	0.0	2.61	3981.0
taghazout	Taghazout	22.3	17.8	0.8093		0.6067	5.55	5.55	2.4	8.21	3.64	0.0085332082994748	3.64	8.21	2.4	5.55	4854.0
taghbalte	Taghbalte	37.7	12.1	0.8118		0.5745	0.55	0.55	0.0	1.07	0.07	0.0161515777004933	0.07	1.07	0.0	0.55	9176.0
taghjijt	Taghjijt	25.7	18.6	0.7937		0.5731	0.71	0.71	0.0	1.32	0.26	0.0158995122621903	0.26	1.32	0.0	0.71	9033.0
taghramt	Taghramt	26.1	12.6	0.8718		0.5314	1.69	1.69	0.0	3.36	0.04	0.0163789654035779	0.04	3.36	0.0	1.69	9305.0
taghzirt	Taghzirt	25.7	18.7	0.7696		0.6004	2.53	2.53	0.0	4.99	0.18	0.035271534408695	0.18	4.99	0.0	2.53	20023.0
taghzout	Taghzout	28.6	16.7	0.4676		0.4352	2.08	2.08	0.0	4.16	0.0	0.0072323391143865	0.0	4.16	0.0	2.08	4116.0
taghzoutenaitatta	Taghzoute N'ait Atta	33.8	13.0	0.8656		0.6196	1.29	1.29	0.0	2.18	0.99	0.0275703183251573	0.99	2.18	0.0	1.29	15654.0
tagleft	Tagleft	32.6	11.5	0.4379		0.4117	1.1	1.1	0.24	1.96	0.22	0.0289029160269551	0.22	1.96	0.24	1.1	16410.0
tagmout	Tagmout	23.4	21.9	0.6379		0.4414	1.47	1.47	0.0	2.9	0.11	0.007551386976854	0.11	2.9	0.0	1.47	4297.0
tagounite	Tagounite	31.2	13.1	0.6988		0.5858	0.52	0.52	0.24	0.52	0.95	0.0253828133675766	0.95	0.52	0.24	0.52	14413.0
tah	Tah	28.3	13.9	0.8089		0.5848						0.0015529346233913	0.0	0.0	0.0		894.0
tahannaout	Tahannaout	29.5	9.8	0.9832	1.0	0.8367	7.88	7.88	5.77	11.95	0.88	0.028210176745465	0.88	11.95	5.77	7.88	16017.0
tahelouante	Tahelouante	31.2	21.0	0.2523		0.3635	2.4	2.4	0.0	4.78	0.04	0.005106528494852	0.04	4.78	0.0	2.4	2910.0
tahla	Tahla	24.9	17.6	0.9405		0.7136	7.68	7.68	0.0	15.28	0.18	0.0503725456670303	0.18	15.28	0.0	7.68	28590.0
taifa	Taifa	26.7	18.3	0.2257		0.5085	1.4	1.4	0.0	2.78	0.07	0.010542681024408	0.07	2.78	0.0	1.4	5994.0
tainaste	Tainaste	27.4	14.7	0.3343		0.4199	4.56	4.56	0.0	9.08	0.11	0.0183214557043466	0.11	9.08	0.0	4.56	10407.0
